data,eta,prima_dose,seconda_dose,terza_dose,pregressa_infezione,mono_dose
2021-02-20,40-49,10548.0,922.0,0,272,0.0
2021-02-20,50-59,10409.0,1136.0,0,234,0.0
2021-02-20,60-69,3330.0,784.0,0,46,0.0
2021-02-20,70-79,1615.0,334.0,0,13,0.0
2021-02-20,80-89,28219.0,691.0,0,101,0.0
2021-02-20,90+,6500.0,395.0,0,34,0.0
2021-02-21,12-19,32.0,19.0,0,0,0.0
2021-02-21,20-29,2632.0,284.0,0,74,0.0
2021-02-21,30-39,4318.0,409.0,0,134,0.0
2021-02-21,40-49,6013.0,602.0,0,202,0.0
2021-02-21,50-59,5392.0,663.0,0,152,0.0
2021-02-21,60-69,1960.0,291.0,0,24,0.0
2021-02-21,70-79,923.0,138.0,0,3,0.0
2021-02-21,80-89,22077.0,369.0,0,84,0.0
2021-02-21,90+,4956.0,178.0,0,20,0.0
2021-02-22,12-19,77.0,5.0,0,1,0.0
2021-02-22,20-29,5244.0,625.0,0,156,0.0
2021-02-22,30-39,7935.0,899.0,0,225,0.0
2021-02-22,40-49,13362.0,1201.0,0,373,0.0
2021-02-22,50-59,13142.0,1505.0,0,363,0.0
2021-02-22,60-69,4045.0,790.0,0,88,0.0
2021-02-22,70-79,1778.0,388.0,0,16,0.0
2021-02-22,80-89,45014.0,880.0,0,183,0.0
2021-02-22,90+,8771.0,558.0,0,42,0.0
2021-02-23,12-19,77.0,20.0,0,2,0.0
2021-02-23,20-29,5237.0,738.0,0,149,0.0
2021-02-23,30-39,7926.0,1018.0,0,264,0.0
2021-02-23,40-49,12866.0,1433.0,0,453,0.0
2021-02-23,50-59,12823.0,1489.0,0,374,0.0
2021-02-23,60-69,3538.0,779.0,0,87,0.0
2021-02-23,70-79,1833.0,326.0,0,29,0.0
2021-02-23,80-89,44849.0,866.0,0,197,0.0
2021-02-23,90+,10761.0,452.0,0,75,0.0
2021-02-24,12-19,85.0,12.0,0,0,0.0
2021-02-24,20-29,4945.0,912.0,0,128,0.0
2021-02-24,30-39,8043.0,1375.0,0,255,0.0
2021-02-24,40-49,12948.0,1838.0,0,390,0.0
2021-02-24,50-59,13677.0,2055.0,0,392,0.0
2021-02-24,60-69,4950.0,1038.0,0,91,0.0
2021-02-24,70-79,1883.0,525.0,0,27,0.0
2021-02-24,80-89,51356.0,1379.0,0,248,0.0
2021-02-24,90+,15064.0,670.0,0,80,0.0
2021-02-25,12-19,90.0,20.0,0,1,0.0
2021-02-25,20-29,4720.0,1475.0,0,139,0.0
2021-02-25,30-39,7733.0,2074.0,0,278,0.0
2021-02-25,40-49,12579.0,2494.0,0,383,0.0
2021-02-25,50-59,14972.0,2971.0,0,424,0.0
2021-02-25,60-69,6563.0,1829.0,0,139,0.0
2021-02-25,70-79,1571.0,700.0,0,33,0.0
2021-02-25,80-89,53844.0,1694.0,0,361,0.0
2021-02-25,90+,12753.0,918.0,0,93,0.0
2021-02-26,12-19,92.0,31.0,0,1,0.0
2021-02-26,20-29,5047.0,2024.0,0,151,0.0
2021-02-26,30-39,9014.0,2673.0,0,299,0.0
2021-02-26,40-49,14140.0,3227.0,0,440,0.0
2021-02-26,50-59,18992.0,3699.0,0,538,0.0
2021-02-26,60-69,8609.0,2168.0,0,183,0.0
2021-02-26,70-79,1584.0,805.0,0,42,0.0
2021-02-26,80-89,52438.0,1776.0,0,309,0.0
2021-02-26,90+,11790.0,1113.0,0,80,0.0
2021-02-27,12-19,73.0,36.0,0,1,0.0
2021-02-27,20-29,4009.0,1744.0,0,138,0.0
2021-02-27,30-39,8051.0,2136.0,0,259,0.0
2021-02-27,40-49,14199.0,2499.0,0,386,0.0
2021-02-27,50-59,19311.0,2909.0,0,499,0.0
2021-02-27,60-69,9372.0,2020.0,0,254,0.0
2021-02-27,70-79,1508.0,675.0,0,37,0.0
2021-02-27,80-89,46640.0,1239.0,0,251,0.0
2021-02-27,90+,10119.0,608.0,0,89,0.0
2021-02-28,12-19,38.0,32.0,0,0,0.0
2021-02-28,20-29,2567.0,1360.0,0,125,0.0
2021-02-28,30-39,4546.0,1390.0,0,160,0.0
2021-02-28,40-49,7753.0,1711.0,0,248,0.0
2021-02-28,50-59,11082.0,2144.0,0,311,0.0
2021-02-28,60-69,7132.0,1385.0,0,128,0.0
2021-02-28,70-79,840.0,466.0,0,3,0.0
2021-02-28,80-89,28758.0,685.0,0,136,0.0
2021-02-28,90+,6423.0,183.0,0,28,0.0
2021-03-01,12-19,99.0,28.0,0,5,0.0
2021-03-01,20-29,4254.0,3051.0,0,167,0.0
2021-03-01,30-39,7221.0,3323.0,0,239,1.0
2021-03-01,40-49,12968.0,4046.0,0,388,0.0
2021-03-01,50-59,17659.0,5221.0,0,521,0.0
2021-03-01,60-69,8660.0,3219.0,0,205,0.0
2021-03-01,70-79,1620.0,1053.0,0,24,0.0
2021-03-01,80-89,47940.0,5205.0,0,307,0.0
2021-03-01,90+,9301.0,1310.0,0,73,0.0
2021-03-02,12-19,87.0,47.0,0,4,0.0
2021-03-02,20-29,5214.0,4095.0,0,175,0.0
2021-03-02,30-39,9351.0,4206.0,0,338,0.0
2021-03-02,40-49,15760.0,5179.0,0,518,0.0
2021-03-02,50-59,23325.0,6416.0,0,629,0.0
2021-03-02,60-69,13303.0,4146.0,0,260,0.0
2021-03-02,70-79,1784.0,1446.0,0,33,0.0
2021-03-02,80-89,49687.0,5861.0,0,310,0.0
2021-03-02,90+,10828.0,1793.0,0,100,0.0
2021-03-03,12-19,91.0,75.0,0,1,0.0
2021-03-03,20-29,5303.0,5597.0,0,210,0.0
2021-03-03,30-39,9408.0,6028.0,0,352,0.0
2021-03-03,40-49,16006.0,6834.0,0,485,0.0
2021-03-03,50-59,23310.0,8578.0,0,646,0.0
2021-03-03,60-69,14349.0,5902.0,0,251,0.0
2021-03-03,70-79,3277.0,2446.0,0,49,0.0
2021-03-03,80-89,54652.0,7022.0,0,310,0.0
2021-03-03,90+,16996.0,2137.0,0,104,0.0
2021-03-04,12-19,88.0,65.0,0,5,0.0
2021-03-04,20-29,6061.0,6129.0,0,231,0.0
2021-03-04,30-39,10428.0,6486.0,0,340,0.0
2021-03-04,40-49,17190.0,7802.0,0,581,0.0
2021-03-04,50-59,24512.0,9640.0,0,784,0.0
2021-03-04,60-69,14206.0,6289.0,0,293,0.0
2021-03-04,70-79,3786.0,2528.0,0,55,0.0
2021-03-04,80-89,54744.0,8479.0,0,462,0.0
2021-03-04,90+,17584.0,2812.0,0,162,0.0
2021-03-05,12-19,121.0,98.0,0,3,0.0
2021-03-05,20-29,6342.0,7230.0,0,244,0.0
2021-03-05,30-39,11456.0,7642.0,0,435,0.0
2021-03-05,40-49,19463.0,9084.0,0,648,0.0
2021-03-05,50-59,26727.0,10393.0,0,844,0.0
2021-03-05,60-69,14347.0,6900.0,0,344,0.0
2021-03-05,70-79,4332.0,2849.0,0,66,0.0
2021-03-05,80-89,53978.0,9041.0,0,420,0.0
2021-03-05,90+,14510.0,2524.0,0,175,0.0
2021-03-06,12-19,146.0,114.0,0,2,0.0
2021-03-06,20-29,6406.0,4638.0,0,235,0.0
2021-03-06,30-39,11216.0,5483.0,0,388,2.0
2021-03-06,40-49,17913.0,6551.0,0,573,0.0
2021-03-06,50-59,23955.0,7659.0,0,718,0.0
2021-03-06,60-69,15418.0,5347.0,0,277,0.0
2021-03-06,70-79,3706.0,2254.0,0,37,0.0
2021-03-06,80-89,47992.0,7913.0,0,312,0.0
2021-03-06,90+,10066.0,1891.0,0,56,0.0
2021-03-07,12-19,70.0,47.0,0,2,0.0
2021-03-07,20-29,3571.0,2119.0,0,162,0.0
2021-03-07,30-39,6490.0,2750.0,0,265,0.0
2021-03-07,40-49,10794.0,3059.0,0,442,1.0
2021-03-07,50-59,14461.0,3536.0,0,498,0.0
2021-03-07,60-69,7661.0,2792.0,0,169,0.0
2021-03-07,70-79,1592.0,1237.0,0,22,0.0
2021-03-07,80-89,30855.0,5736.0,0,252,0.0
2021-03-07,90+,5434.0,1029.0,0,54,0.0
2021-03-08,12-19,170.0,84.0,0,3,0.0
2021-03-08,20-29,5972.0,4945.0,0,264,3.0
2021-03-08,30-39,10864.0,5635.0,0,461,2.0
2021-03-08,40-49,18052.0,6692.0,0,722,1.0
2021-03-08,50-59,22674.0,7886.0,0,838,0.0
2021-03-08,60-69,11005.0,5221.0,0,266,0.0
2021-03-08,70-79,2597.0,2398.0,0,30,0.0
2021-03-08,80-89,47038.0,15082.0,0,392,0.0
2021-03-08,90+,13322.0,2605.0,0,123,0.0
2021-03-09,12-19,134.0,51.0,0,1,0.0
2021-03-09,20-29,6410.0,4371.0,0,274,0.0
2021-03-09,30-39,11470.0,5570.0,0,484,0.0
2021-03-09,40-49,18892.0,6652.0,0,760,0.0
2021-03-09,50-59,24492.0,7516.0,0,964,1.0
2021-03-09,60-69,12588.0,4940.0,0,297,0.0
2021-03-09,70-79,3300.0,2100.0,0,43,0.0
2021-03-09,80-89,54631.0,18354.0,0,507,0.0
2021-03-09,90+,11268.0,3369.0,0,124,0.0
2021-03-10,12-19,131.0,53.0,0,2,0.0
2021-03-10,20-29,7133.0,4362.0,0,319,0.0
2021-03-10,30-39,12199.0,5006.0,0,524,1.0
2021-03-10,40-49,19724.0,5982.0,0,804,1.0
2021-03-10,50-59,24265.0,7240.0,0,854,1.0
2021-03-10,60-69,13621.0,4709.0,0,365,0.0
2021-03-10,70-79,3415.0,2162.0,0,43,0.0
2021-03-10,80-89,63033.0,23701.0,0,498,0.0
2021-03-10,90+,14530.0,5330.0,0,93,0.0
2021-03-11,12-19,219.0,62.0,0,7,0.0
2021-03-11,20-29,7498.0,4912.0,0,334,5.0
2021-03-11,30-39,12420.0,5184.0,0,540,3.0
2021-03-11,40-49,19785.0,6096.0,0,809,0.0
2021-03-11,50-59,25037.0,7787.0,0,937,0.0
2021-03-11,60-69,15526.0,5072.0,0,398,0.0
2021-03-11,70-79,5961.0,2353.0,0,85,0.0
2021-03-11,80-89,61180.0,24976.0,0,608,0.0
2021-03-11,90+,13941.0,7323.0,0,167,0.0
2021-03-12,12-19,115.0,79.0,0,4,0.0
2021-03-12,20-29,7686.0,5047.0,0,343,2.0
2021-03-12,30-39,11900.0,5142.0,0,550,5.0
2021-03-12,40-49,18889.0,6559.0,0,835,1.0
2021-03-12,50-59,24579.0,8164.0,0,1013,0.0
2021-03-12,60-69,15096.0,5036.0,0,395,0.0
2021-03-12,70-79,5674.0,2173.0,0,94,0.0
2021-03-12,80-89,52722.0,25987.0,0,489,0.0
2021-03-12,90+,11629.0,6858.0,0,135,0.0
2021-03-13,12-19,97.0,49.0,0,0,0.0
2021-03-13,20-29,6363.0,3349.0,0,270,1.0
2021-03-13,30-39,10212.0,3768.0,0,470,0.0
2021-03-13,40-49,16164.0,4322.0,0,691,2.0
2021-03-13,50-59,21509.0,5252.0,0,781,2.0
2021-03-13,60-69,15934.0,3517.0,0,371,0.0
2021-03-13,70-79,7543.0,1582.0,0,60,0.0
2021-03-13,80-89,40158.0,23875.0,0,381,1.0
2021-03-13,90+,8007.0,5950.0,0,92,0.0
2021-03-14,12-19,86.0,29.0,0,3,0.0
2021-03-14,20-29,3872.0,1757.0,0,210,0.0
2021-03-14,30-39,6473.0,2192.0,0,272,2.0
2021-03-14,40-49,9428.0,2567.0,0,406,2.0
2021-03-14,50-59,12481.0,3032.0,0,486,1.0
2021-03-14,60-69,8858.0,2069.0,0,249,0.0
2021-03-14,70-79,5485.0,893.0,0,79,0.0
2021-03-14,80-89,20622.0,18591.0,0,202,0.0
2021-03-14,90+,3446.0,4222.0,0,37,0.0
2021-03-15,12-19,115.0,69.0,0,3,0.0
2021-03-15,20-29,5394.0,3552.0,0,239,2.0
2021-03-15,30-39,8451.0,4111.0,0,401,4.0
2021-03-15,40-49,12771.0,5254.0,0,545,3.0
2021-03-15,50-59,16485.0,6296.0,0,670,0.0
2021-03-15,60-69,10617.0,4309.0,0,289,1.0
2021-03-15,70-79,8353.0,2006.0,0,147,0.0
2021-03-15,80-89,33864.0,39882.0,0,388,0.0
2021-03-15,90+,6431.0,7893.0,0,107,0.0
2021-03-16,12-19,111.0,61.0,0,2,0.0
2021-03-16,20-29,1547.0,3105.0,0,113,7.0
2021-03-16,30-39,1962.0,3547.0,0,142,8.0
2021-03-16,40-49,2663.0,4279.0,0,147,1.0
2021-03-16,50-59,3434.0,5219.0,0,234,0.0
2021-03-16,60-69,3387.0,3619.0,0,101,0.0
2021-03-16,70-79,3916.0,2088.0,0,60,0.0
2021-03-16,80-89,39476.0,41773.0,0,354,0.0
2021-03-16,90+,10405.0,10306.0,0,134,0.0
2021-03-17,12-19,177.0,70.0,0,4,0.0
2021-03-17,20-29,1546.0,3160.0,0,100,12.0
2021-03-17,30-39,2107.0,3433.0,0,153,10.0
2021-03-17,40-49,3054.0,4235.0,0,210,1.0
2021-03-17,50-59,4544.0,5096.0,0,304,1.0
2021-03-17,60-69,5281.0,3715.0,0,147,1.0
2021-03-17,70-79,6031.0,2016.0,0,78,0.0
2021-03-17,80-89,49976.0,47229.0,0,516,0.0
2021-03-17,90+,10543.0,14152.0,0,187,0.0
2021-03-18,12-19,157.0,61.0,0,1,0.0
2021-03-18,20-29,1850.0,2376.0,0,111,9.0
2021-03-18,30-39,2253.0,2942.0,0,159,6.0
2021-03-18,40-49,3257.0,3640.0,0,195,5.0
2021-03-18,50-59,5134.0,4401.0,0,243,0.0
2021-03-18,60-69,5976.0,3425.0,0,175,0.0
2021-03-18,70-79,8272.0,1864.0,0,142,0.0
2021-03-18,80-89,47160.0,50314.0,0,630,0.0
2021-03-18,90+,8563.0,12577.0,0,203,0.0
2021-03-19,12-19,195.0,76.0,0,3,0.0
2021-03-19,20-29,3407.0,2419.0,0,151,5.0
2021-03-19,30-39,4750.0,3399.0,0,222,5.0
2021-03-19,40-49,6603.0,4143.0,0,328,3.0
2021-03-19,50-59,8489.0,4827.0,0,396,0.0
2021-03-19,60-69,7596.0,3471.0,0,181,0.0
2021-03-19,70-79,13259.0,1860.0,0,148,0.0
2021-03-19,80-89,44647.0,49204.0,0,522,0.0
2021-03-19,90+,6798.0,11635.0,0,122,0.0
2021-03-20,12-19,197.0,47.0,0,6,1.0
2021-03-20,20-29,5173.0,1476.0,0,220,1.0
2021-03-20,30-39,7905.0,2309.0,0,380,2.0
2021-03-20,40-49,11161.0,2732.0,0,408,1.0
2021-03-20,50-59,14164.0,3316.0,0,516,0.0
2021-03-20,60-69,10386.0,2232.0,0,221,0.0
2021-03-20,70-79,21198.0,1402.0,0,237,0.0
2021-03-20,80-89,36168.0,41900.0,0,351,0.0
2021-03-20,90+,5428.0,9241.0,0,60,0.0
2021-03-21,12-19,136.0,39.0,0,2,0.0
2021-03-21,20-29,4633.0,1556.0,0,208,0.0
2021-03-21,30-39,6833.0,1463.0,0,289,0.0
2021-03-21,40-49,8811.0,1890.0,0,347,2.0
2021-03-21,50-59,11527.0,2346.0,0,429,1.0
2021-03-21,60-69,9049.0,1669.0,0,211,0.0
2021-03-21,70-79,17670.0,1107.0,0,218,0.0
2021-03-21,80-89,22112.0,30735.0,0,217,0.0
2021-03-21,90+,2754.0,6452.0,0,32,0.0
2021-03-22,12-19,203.0,77.0,0,11,0.0
2021-03-22,20-29,6699.0,1969.0,0,297,0.0
2021-03-22,30-39,9944.0,2162.0,0,478,0.0
2021-03-22,40-49,13525.0,2699.0,0,541,0.0
2021-03-22,50-59,17744.0,3361.0,0,715,0.0
2021-03-22,60-69,12501.0,2549.0,0,327,0.0
2021-03-22,70-79,26025.0,1726.0,0,421,0.0
2021-03-22,80-89,33646.0,45554.0,0,405,0.0
2021-03-22,90+,7066.0,9315.0,0,122,0.0
2021-03-23,12-19,245.0,97.0,0,4,0.0
2021-03-23,20-29,7112.0,2287.0,0,346,2.0
2021-03-23,30-39,10679.0,2839.0,0,505,6.0
2021-03-23,40-49,15202.0,3442.0,0,702,0.0
2021-03-23,50-59,19986.0,4257.0,0,778,0.0
2021-03-23,60-69,16561.0,3283.0,0,419,0.0
2021-03-23,70-79,32983.0,2122.0,0,585,0.0
2021-03-23,80-89,42584.0,46908.0,0,583,0.0
2021-03-23,90+,6122.0,10477.0,0,151,0.0
2021-03-24,12-19,261.0,84.0,0,5,0.0
2021-03-24,20-29,7883.0,1777.0,0,380,0.0
2021-03-24,30-39,11479.0,2490.0,0,552,0.0
2021-03-24,40-49,16438.0,3331.0,0,818,1.0
2021-03-24,50-59,22053.0,4179.0,0,878,0.0
2021-03-24,60-69,19859.0,3615.0,0,519,0.0
2021-03-24,70-79,31344.0,2083.0,0,436,0.0
2021-03-24,80-89,50066.0,56565.0,0,663,0.0
2021-03-24,90+,8205.0,16674.0,0,178,0.0
2021-03-25,12-19,358.0,80.0,0,8,0.0
2021-03-25,20-29,8353.0,1954.0,0,392,1.0
2021-03-25,30-39,12093.0,2582.0,0,613,1.0
2021-03-25,40-49,17338.0,3476.0,0,832,1.0
2021-03-25,50-59,23267.0,4086.0,0,976,0.0
2021-03-25,60-69,21558.0,3041.0,0,577,0.0
2021-03-25,70-79,38298.0,2612.0,0,634,0.0
2021-03-25,80-89,51143.0,54715.0,0,793,0.0
2021-03-25,90+,9732.0,17179.0,0,326,0.0
2021-03-26,12-19,410.0,158.0,0,3,0.0
2021-03-26,20-29,8224.0,2308.0,0,455,1.0
2021-03-26,30-39,12161.0,2829.0,0,569,3.0
2021-03-26,40-49,17265.0,3748.0,0,826,0.0
2021-03-26,50-59,22190.0,4535.0,0,1000,0.0
2021-03-26,60-69,21153.0,3345.0,0,564,2.0
2021-03-26,70-79,44831.0,2655.0,0,741,0.0
2021-03-26,80-89,53265.0,50326.0,0,698,0.0
2021-03-26,90+,9891.0,13609.0,0,215,0.0
2021-03-27,12-19,352.0,87.0,0,8,0.0
2021-03-27,20-29,7124.0,1925.0,0,385,0.0
2021-03-27,30-39,10026.0,2163.0,0,526,1.0
2021-03-27,40-49,14138.0,2570.0,0,679,1.0
2021-03-27,50-59,18856.0,3250.0,0,848,1.0
2021-03-27,60-69,20311.0,2783.0,0,517,0.0
2021-03-27,70-79,40691.0,2272.0,0,594,1.0
2021-03-27,80-89,48582.0,47550.0,0,712,0.0
2021-03-27,90+,9655.0,9238.0,0,187,0.0
2021-03-28,12-19,227.0,66.0,0,9,0.0
2021-03-28,20-29,4408.0,1294.0,0,254,0.0
2021-03-28,30-39,6331.0,1415.0,0,370,0.0
2021-03-28,40-49,8850.0,1819.0,0,438,1.0
2021-03-28,50-59,12247.0,2419.0,0,591,0.0
2021-03-28,60-69,13954.0,2121.0,0,409,0.0
2021-03-28,70-79,34394.0,1764.0,0,545,0.0
2021-03-28,80-89,34630.0,28085.0,0,483,0.0
2021-03-28,90+,4663.0,5069.0,0,71,0.0
2021-03-29,12-19,305.0,111.0,0,7,0.0
2021-03-29,20-29,6773.0,1468.0,0,346,0.0
2021-03-29,30-39,8929.0,1873.0,0,445,0.0
2021-03-29,40-49,13131.0,2627.0,0,631,0.0
2021-03-29,50-59,17529.0,3241.0,0,700,0.0
2021-03-29,60-69,18288.0,2715.0,0,446,0.0
2021-03-29,70-79,49498.0,2691.0,0,737,0.0
2021-03-29,80-89,50608.0,43599.0,0,879,0.0
2021-03-29,90+,8684.0,12390.0,0,255,0.0
2021-03-30,12-19,327.0,85.0,0,12,0.0
2021-03-30,20-29,6244.0,1640.0,0,352,0.0
2021-03-30,30-39,9130.0,2130.0,0,447,2.0
2021-03-30,40-49,12944.0,2826.0,0,635,0.0
2021-03-30,50-59,17899.0,3854.0,0,819,1.0
2021-03-30,60-69,20656.0,3442.0,0,525,0.0
2021-03-30,70-79,55258.0,3400.0,0,843,0.0
2021-03-30,80-89,56837.0,53126.0,0,971,0.0
2021-03-30,90+,10445.0,10767.0,0,253,0.0
2021-03-31,12-19,402.0,118.0,0,12,0.0
2021-03-31,20-29,7024.0,2062.0,0,364,3.0
2021-03-31,30-39,9237.0,2313.0,0,492,5.0
2021-03-31,40-49,14274.0,3040.0,0,624,1.0
2021-03-31,50-59,19602.0,4004.0,0,790,2.0
2021-03-31,60-69,22842.0,3526.0,0,530,6.0
2021-03-31,70-79,56207.0,4828.0,0,949,1.0
2021-03-31,80-89,68619.0,62057.0,0,965,0.0
2021-03-31,90+,13290.0,14174.0,0,321,0.0
2021-04-01,12-19,459.0,144.0,0,8,0.0
2021-04-01,20-29,6384.0,1922.0,0,329,6.0
2021-04-01,30-39,8509.0,2264.0,0,447,0.0
2021-04-01,40-49,12670.0,2977.0,0,646,0.0
2021-04-01,50-59,17666.0,4034.0,0,740,2.0
2021-04-01,60-69,22151.0,4302.0,0,533,0.0
2021-04-01,70-79,49138.0,4799.0,0,777,0.0
2021-04-01,80-89,66605.0,60445.0,0,915,0.0
2021-04-01,90+,10217.0,14336.0,0,258,0.0
2021-04-02,12-19,504.0,93.0,0,11,0.0
2021-04-02,20-29,6292.0,1692.0,0,331,3.0
2021-04-02,30-39,8194.0,2050.0,0,450,0.0
2021-04-02,40-49,12292.0,2795.0,0,534,0.0
2021-04-02,50-59,17260.0,3939.0,0,737,0.0
2021-04-02,60-69,22095.0,3894.0,0,514,0.0
2021-04-02,70-79,61126.0,5684.0,0,894,0.0
2021-04-02,80-89,62579.0,52068.0,0,939,0.0
2021-04-02,90+,9604.0,11794.0,0,265,0.0
2021-04-03,12-19,356.0,58.0,0,7,0.0
2021-04-03,20-29,3650.0,1065.0,0,192,1.0
2021-04-03,30-39,4745.0,1554.0,0,233,0.0
2021-04-03,40-49,7548.0,2191.0,0,327,0.0
2021-04-03,50-59,11749.0,3223.0,0,485,0.0
2021-04-03,60-69,18219.0,4514.0,0,387,1.0
2021-04-03,70-79,53185.0,5031.0,0,765,0.0
2021-04-03,80-89,59453.0,38552.0,0,776,0.0
2021-04-03,90+,7909.0,8066.0,0,136,0.0
2021-04-04,12-19,205.0,25.0,0,8,0.0
2021-04-04,20-29,1659.0,240.0,0,62,0.0
2021-04-04,30-39,2331.0,404.0,0,103,0.0
2021-04-04,40-49,4144.0,589.0,0,139,0.0
2021-04-04,50-59,4849.0,799.0,0,145,0.0
2021-04-04,60-69,7935.0,1030.0,0,159,0.0
2021-04-04,70-79,37748.0,1808.0,0,492,0.0
2021-04-04,80-89,13966.0,14903.0,0,170,0.0
2021-04-04,90+,1801.0,1899.0,0,10,0.0
2021-04-05,12-19,353.0,38.0,0,8,0.0
2021-04-05,20-29,3161.0,937.0,0,144,1.0
2021-04-05,30-39,4178.0,1049.0,0,141,1.0
2021-04-05,40-49,6813.0,1339.0,0,213,2.0
2021-04-05,50-59,9198.0,1788.0,0,311,4.0
2021-04-05,60-69,12339.0,1760.0,0,227,0.0
2021-04-05,70-79,53004.0,2926.0,0,782,0.0
2021-04-05,80-89,37848.0,25247.0,0,369,0.0
2021-04-05,90+,4444.0,5183.0,0,53,0.0
2021-04-06,12-19,375.0,163.0,0,6,2.0
2021-04-06,20-29,5528.0,1953.0,0,299,10.0
2021-04-06,30-39,7330.0,2533.0,0,362,19.0
2021-04-06,40-49,10898.0,3289.0,0,574,8.0
2021-04-06,50-59,16140.0,4402.0,0,692,8.0
2021-04-06,60-69,21389.0,4390.0,0,530,9.0
2021-04-06,70-79,85778.0,5806.0,0,1431,1.0
2021-04-06,80-89,50978.0,47220.0,0,750,0.0
2021-04-06,90+,7586.0,11489.0,0,204,0.0
2021-04-07,12-19,473.0,181.0,0,12,0.0
2021-04-07,20-29,5648.0,2133.0,0,301,3.0
2021-04-07,30-39,7224.0,2951.0,0,432,0.0
2021-04-07,40-49,10945.0,4234.0,0,605,2.0
2021-04-07,50-59,16215.0,5907.0,0,827,1.0
2021-04-07,60-69,23097.0,6139.0,0,580,0.0
2021-04-07,70-79,91682.0,8001.0,0,1618,0.0
2021-04-07,80-89,74074.0,54906.0,0,998,0.0
2021-04-07,90+,10293.0,11289.0,0,267,0.0
2021-04-08,12-19,481.0,157.0,0,12,0.0
2021-04-08,20-29,5290.0,2200.0,0,305,4.0
2021-04-08,30-39,7008.0,2801.0,0,454,2.0
2021-04-08,40-49,10992.0,4128.0,0,639,1.0
2021-04-08,50-59,17064.0,6091.0,0,890,2.0
2021-04-08,60-69,27313.0,6868.0,0,718,0.0
2021-04-08,70-79,83058.0,9686.0,0,1377,0.0
2021-04-08,80-89,81714.0,53840.0,0,1164,0.0
2021-04-08,90+,12170.0,9392.0,0,319,0.0
2021-04-09,12-19,612.0,155.0,0,17,0.0
2021-04-09,20-29,6014.0,2395.0,0,341,8.0
2021-04-09,30-39,7614.0,3237.0,0,473,17.0
2021-04-09,40-49,12030.0,4258.0,0,694,2.0
2021-04-09,50-59,19377.0,5920.0,0,891,1.0
2021-04-09,60-69,31479.0,6234.0,0,718,0.0
2021-04-09,70-79,82251.0,9438.0,0,1391,0.0
2021-04-09,80-89,77542.0,48921.0,0,1303,0.0
2021-04-09,90+,11835.0,7863.0,0,328,0.0
2021-04-10,12-19,648.0,186.0,0,16,0.0
2021-04-10,20-29,4848.0,1431.0,0,223,0.0
2021-04-10,30-39,6219.0,1973.0,0,315,3.0
2021-04-10,40-49,10817.0,2946.0,0,461,1.0
2021-04-10,50-59,17632.0,4632.0,0,661,1.0
2021-04-10,60-69,31476.0,5412.0,0,642,0.0
2021-04-10,70-79,88165.0,9488.0,0,1450,0.0
2021-04-10,80-89,74706.0,40614.0,0,1133,0.0
2021-04-10,90+,13551.0,7276.0,0,216,0.0
2021-04-11,12-19,576.0,83.0,0,10,0.0
2021-04-11,20-29,3493.0,1168.0,0,168,0.0
2021-04-11,30-39,4219.0,1684.0,0,200,1.0
2021-04-11,40-49,7075.0,2469.0,0,312,1.0
2021-04-11,50-59,11898.0,3767.0,0,444,1.0
2021-04-11,60-69,22465.0,4346.0,0,490,0.0
2021-04-11,70-79,56716.0,6360.0,0,948,0.0
2021-04-11,80-89,45562.0,21863.0,0,663,0.0
2021-04-11,90+,5810.0,2967.0,0,94,1.0
2021-04-12,12-19,536.0,181.0,0,14,0.0
2021-04-12,20-29,3581.0,1384.0,0,191,2.0
2021-04-12,30-39,4602.0,1798.0,0,258,4.0
2021-04-12,40-49,7704.0,2762.0,0,401,1.0
2021-04-12,50-59,12259.0,4193.0,0,552,0.0
2021-04-12,60-69,28803.0,4878.0,0,618,0.0
2021-04-12,70-79,109425.0,8589.0,0,1536,0.0
2021-04-12,80-89,28331.0,35317.0,0,591,0.0
2021-04-12,90+,6271.0,7758.0,0,139,0.0
2021-04-13,12-19,451.0,140.0,0,7,1.0
2021-04-13,20-29,3230.0,1517.0,0,183,0.0
2021-04-13,30-39,4492.0,2044.0,0,264,3.0
2021-04-13,40-49,7288.0,2945.0,0,365,1.0
2021-04-13,50-59,12163.0,4595.0,0,588,2.0
2021-04-13,60-69,34660.0,5988.0,0,780,1.0
2021-04-13,70-79,117945.0,10532.0,0,1678,0.0
2021-04-13,80-89,30627.0,38665.0,0,739,0.0
2021-04-13,90+,7272.0,6088.0,0,278,0.0
2021-04-14,12-19,457.0,176.0,0,8,0.0
2021-04-14,20-29,3136.0,1979.0,0,206,0.0
2021-04-14,30-39,4490.0,2346.0,0,306,0.0
2021-04-14,40-49,8025.0,3538.0,0,479,0.0
2021-04-14,50-59,13153.0,5474.0,0,615,0.0
2021-04-14,60-69,37050.0,7388.0,0,763,1.0
2021-04-14,70-79,124821.0,13520.0,0,1861,1.0
2021-04-14,80-89,37880.0,44035.0,0,905,0.0
2021-04-14,90+,8181.0,6988.0,0,215,0.0
2021-04-15,12-19,662.0,271.0,0,18,0.0
2021-04-15,20-29,3978.0,2300.0,0,240,0.0
2021-04-15,30-39,5513.0,2971.0,0,344,0.0
2021-04-15,40-49,9340.0,4838.0,0,571,0.0
2021-04-15,50-59,16179.0,7584.0,0,783,0.0
