Data,Età,Infected,Deceased,Recovered
2020-12-22,20-39,0.24750654260994934,0.0026804490122323255,0.2532427812505237
2020-12-22,40-59,0.34185546566144825,0.04223558333086515,0.3546236865479043
2020-12-22,60-79,0.1989722724404042,0.3457334952462755,0.18492232407702233
2020-12-22,80-89,0.06522807602391667,0.4125373930041762,0.05862982018065727
2020-12-22,90+,0.022879546170097888,0.19673903385362676,0.021895895828794556
2020-12-23,0-19,0.12355202319650897,7.342790847945487e-05,0.12681461773916533
2020-12-23,20-39,0.24749825997302596,0.0026434047052603755,0.25316717955969853
2020-12-23,40-59,0.34169075749655603,0.04220636179399066,0.35460818562479907
2020-12-23,60-79,0.19908074591562963,0.34534613916057216,0.18498186718276613
2020-12-23,80-89,0.06528783367363736,0.41250330425588155,0.058593130165756395
2020-12-23,90+,0.022890379744642017,0.1972273621758158,0.02183501972781453
2020-12-24,0-19,0.12313006272407892,8.706756442999768e-05,0.126811869165971
2020-12-24,20-39,0.24751720190925697,0.0025975156721615975,0.2530615009371983
2020-12-24,40-59,0.3415139410067856,0.04208265614116555,0.35464204899217516
2020-12-24,60-79,0.19923220306974612,0.3440329695843975,0.18498752714284666
2020-12-24,80-89,0.06551213612177496,0.4129324355700023,0.058614676436051415
2020-12-24,90+,0.023094455168357425,0.19826735546784305,0.02188237732575741
2020-12-25,0-19,0.1237219967452342,8.660758105026127e-05,0.12657115333374327
2020-12-25,20-39,0.24833242609791936,0.0026126620283495484,0.25264711307876775
2020-12-25,40-59,0.34227218754671324,0.04206241519674356,0.35431675172682364
2020-12-25,60-79,0.19846456282064662,0.34400531193163775,0.1853204615794544
2020-12-25,80-89,0.06453969319460623,0.4127861658823869,0.05907069216421734
2020-12-25,90+,0.02266913359488037,0.198446837379832,0.022073828116993585
2020-12-26,0-19,0.12377807336665002,0.00015826654964533904,0.12655570061808583
2020-12-26,20-39,0.24849606339961705,0.002604204135073306,0.2524940484092577
2020-12-26,40-59,0.34224016269509916,0.04205573860121146,0.3542912944292459
2020-12-26,60-79,0.19843431143411422,0.3438124973022747,0.18547543090494314
2020-12-26,80-89,0.06445982066054322,0.4127735493431938,0.05908669246300159
2020-12-26,90+,0.02259156844397635,0.19859574406860137,0.022096833175465846
2020-12-27,0-19,0.12380432041691182,0.0001577603763302068,0.12661886103058553
2020-12-27,20-39,0.24839455324871818,0.002624558988038895,0.2525014624058538
2020-12-27,40-59,0.3421072539295621,0.04207899492298425,0.3542096657138442
2020-12-27,60-79,0.19864391583312319,0.343745518171127,0.18548160685838005
2020-12-27,80-89,0.06446723263567847,0.4128302211513639,0.05908200557130108
2020-12-27,90+,0.022582723936006275,0.19856294639015576,0.022106398420035325
2020-12-28,0-19,0.12380432041691182,0.0001577603763302068,0.12661886103058553
2020-12-28,20-39,0.24839455324871818,0.002624558988038895,0.2525014624058538
2020-12-28,40-59,0.3421072539295621,0.04207899492298425,0.3542096657138442
2020-12-28,60-79,0.19864391583312319,0.343745518171127,0.18548160685838005
2020-12-28,80-89,0.06446723263567847,0.4128302211513639,0.05908200557130108
2020-12-28,90+,0.022582723936006275,0.19856294639015576,0.022106398420035325
2020-12-29,0-19,0.12374275923735262,0.00015539137436607382,0.12677215521720273
2020-12-29,20-39,0.24811170906990565,0.002613400387065787,0.252462308683501
2020-12-29,40-59,0.3422943845560017,0.0420686829874698,0.35406958176898545
2020-12-29,60-79,0.19894116862993386,0.3434290638376019,0.1856371814569368
2020-12-29,80-89,0.06442682039576357,0.41283250222492196,0.05904138775860398
2020-12-29,90+,0.022483158111042616,0.1989009591885745,0.022017385114770038
2020-12-30,0-19,0.12357323424433236,0.00015435563538392457,0.12687093691376525
2020-12-30,20-39,0.24826177810224276,0.0025959811405478223,0.25240471780108625
2020-12-30,40-59,0.34227163023647633,0.04206892680736417,0.3539514926987348
2020-12-30,60-79,0.19909044337395815,0.3431606421194432,0.1856680470836234
2020-12-30,80-89,0.06434596652954454,0.41294342164346654,0.059072406998831956
2020-12-30,90+,0.022456947513445832,0.19907667265379433,0.022032398503958377
2020-12-31,0-19,0.12359686741180964,0.00016742940060274585,0.12686630701476018
2020-12-31,20-39,0.24853397747659509,0.0025951557093425604,0.2523231603959783
2020-12-31,40-59,0.34176046721056186,0.041996874651188745,0.3540460839480182
2020-12-31,60-79,0.19946503037742416,0.34297912713472484,0.18569029172052415
2020-12-31,80-89,0.06434292172898348,0.4128809018863712,0.05902677265303911
2020-12-31,90+,0.02230073579462578,0.19938051121776984,0.02204738426768009
2021-01-01,0-19,0.12333728600222583,0.0001664816870144284,0.12688002423567357
2021-01-01,20-39,0.24897468890253166,0.0025943396226415093,0.25227974454620844
2021-01-01,40-59,0.34176709529296007,0.04196725860155383,0.3539058603205107
2021-01-01,60-79,0.19946540854056813,0.3425915649278579,0.18579459042629692
2021-01-01,80-89,0.06424628771504902,0.4128052164261931,0.059098934793185856
2021-01-01,90+,0.022209233546665322,0.19987513873473917,0.02204084567812455
2021-01-02,0-19,0.12350769205036317,0.00016603940668585344,0.12687956694534086
2021-01-02,20-39,0.24911175879425002,0.0025874474208545497,0.25225175182753906
2021-01-02,40-59,0.34149999512146845,0.041924950188177997,0.35388628358414514
2021-01-02,60-79,0.19960860238434744,0.34231791011733453,0.18587443758517547
2021-01-02,80-89,0.06414014487844791,0.4129261678104937,0.059083137333082736
2021-01-02,90+,0.022131806771122996,0.2000774850564534,0.022024822724716727
2021-01-03,0-19,0.12360032308747704,0.00016527559705809436,0.12697150400720178
2021-01-03,20-39,0.24909269955077562,0.0025893176872434785,0.2522800117210275
2021-01-03,40-59,0.3414174356591206,0.041897363854226925,0.35376130187989574
2021-01-03,60-79,0.19983015778176105,0.3422031237087844,0.1859391473254609
2021-01-03,80-89,0.06406979574675253,0.4128033495854337,0.059036368414851874
2021-01-03,90+,0.02198958817411317,0.2003415695672534,0.02201166665156225
2021-01-04,0-19,0.12350931904546655,0.00016136406422289756,0.1271653578546622
2021-01-04,20-39,0.24875347485730795,0.0025549310168625446,0.25267928536477663
2021-01-04,40-59,0.3431341243083116,0.04157814054809994,0.3530517895716724
2021-01-04,60-79,0.2000951049956387,0.34174219401339323,0.18580605315606688
2021-01-04,80-89,0.06308308831355895,0.41368367264610173,0.05921504099485625
2021-01-04,90+,0.02142488847971623,0.20027969771131968,0.02208247305796565
2021-01-05,0-19,0.12360419818845293,0.0002265428232566197,0.12727678179150523
2021-01-05,20-39,0.24880496771940874,0.002531949201103397,0.25269351952972413
2021-01-05,40-59,0.3431067416114964,0.041523966898095704,0.35303104479243047
2021-01-05,60-79,0.2000670943360057,0.34125344811503044,0.1859608393901064
2021-01-05,80-89,0.06309469201645865,0.41394704228355167,0.05903775394696327
2021-01-05,90+,0.02132230612817757,0.20051705067896217,0.022000060549270492
2021-01-06,0-19,0.12353710541015545,0.00022563775848796156,0.12711303346725705
2021-01-06,20-39,0.24910557364541752,0.002535106580658862,0.25243838313117833
2021-01-06,40-59,0.3431913241324814,0.04155716598975339,0.3529207135502185
2021-01-06,60-79,0.2004005504162182,0.34109792678718376,0.18600406897632582
2021-01-06,80-89,0.0627406367934168,0.41391255873218125,0.05932385858476375
2021-01-06,90+,0.021024809602310658,0.20067160415173477,0.022199942290256573
2021-01-07,0-19,0.12347039197979809,0.00022431583669807088,0.12719056948826732
2021-01-07,20-39,0.24953361487673914,0.002520254400548914,0.2523588239259441
2021-01-07,40-59,0.3430985816484889,0.041498429789143115,0.35274175906616884
2021-01-07,60-79,0.20050234409218473,0.34105243712559047,0.18611822062369937
2021-01-07,80-89,0.06252129149475756,0.41400786424933367,0.05936255759792463
2021-01-07,90+,0.020873775908031557,0.20069669859868577,0.022228069297995732
2021-01-08,0-19,0.1232164017986137,0.00022271714922048998,0.1274010979316597
2021-01-08,20-39,0.24979708780416537,0.002528494694091445,0.25238872575950794
2021-01-08,40-59,0.3431624000995622,0.04141228874623346,0.3525351835886902
2021-01-08,60-79,0.20065445946896526,0.34096685444779246,0.18610113766605607
2021-01-08,80-89,0.062354917779978244,0.41424079654133367,0.059342675458917936
2021-01-08,90+,0.02081473304871516,0.20062884842132844,0.022231179595168182
2021-01-09,0-19,0.12351877319568207,0.00022133975652626782,0.12742570419655272
2021-01-09,20-39,0.2499697228225327,0.0025388972072130723,0.2523450696462037
2021-01-09,40-59,0.34302696418142625,0.04148167437015819,0.3524705999495034
2021-01-09,60-79,0.2005062344072536,0.3408241650934184,0.1861824207789991
2021-01-09,80-89,0.062263333396130445,0.4142178243603932,0.059360542234012666
2021-01-09,90+,0.020714971996974973,0.20071609921229086,0.02221566319472844
2021-01-10,0-19,0.12374367590802435,0.00022076201854400956,0.1275048934781992
2021-01-10,20-39,0.2501762151517049,0.002545256213801522,0.25239142151995686
2021-01-10,40-59,0.3428287428564576,0.04149027348518297,0.3523779467249156
2021-01-10,60-79,0.2003443024211762,0.3408305846297691,0.18618620748347564
2021-01-10,80-89,0.06222360203756681,0.4141495467885619,0.059354344557601205
2021-01-10,90+,0.02068346162507012,0.20076357686414045,0.022185186235851466
2021-01-11,0-19,0.12391049160433479,0.0001550127239610918,0.12753150540165276
2021-01-11,20-39,0.24936486693395182,0.002544792218361257,0.25274796831790086
2021-01-11,40-59,0.3388123011664899,0.04149173911358557,0.35368327804046884
2021-01-11,60-79,0.2019411254331097,0.34065337863149603,0.18603160477279956
2021-01-11,80-89,0.06436676666231902,0.4142844225130146,0.058390214553497966
2021-01-11,90+,0.021604448199794717,0.20087065479958147,0.02161542891368005
2021-01-12,0-19,0.12427262105967626,0.00012826761755727149,0.12756718986173757
2021-01-12,20-39,0.24940590297076873,0.0025268720658782485,0.2527504288429221
2021-01-12,40-59,0.3385700835989519,0.04152022780328878,0.353630780661766
2021-01-12,60-79,0.2017632913258998,0.34083271337318183,0.1861520283364918
2021-01-12,80-89,0.06445740083258658,0.4141761370924296,0.05832464918033666
2021-01-12,90+,0.021530700212116744,0.20081578204766426,0.021574923116745862
2021-01-13,0-19,0.12457655718931405,6.363023199582586e-05,0.12747690693348454
2021-01-13,20-39,0.24943693932218086,0.0025197571870347038,0.25284523008272697
2021-01-13,40-59,0.3380976386047109,0.04157599358607261,0.35359618533808884
2021-01-13,60-79,0.20184754505544472,0.3406380839664541,0.18625160975764868
2021-01-13,80-89,0.06459629784956714,0.41422008424642714,0.05828448856078392
2021-01-13,90+,0.02144502197878232,0.20098245078201554,0.021545579327267042
2021-01-14,0-19,0.12479722064662507,6.32183181398642e-05,0.12743231685447287
2021-01-14,20-39,0.24974900737379466,0.0025034453983386225,0.2527849050852846
2021-01-14,40-59,0.3379154849688032,0.04147121669975092,0.35353678676015593
2021-01-14,60-79,0.20191009642654567,0.3404053558559128,0.18630650443995128
2021-01-14,80-89,0.06436613726602382,0.41438343174318193,0.05835327008751151
2021-01-14,90+,0.021262053318207602,0.20117333198467588,0.021586216772623783
2021-01-15,0-19,0.12389143319930909,0.0001257561086029754,0.12801650569330858
2021-01-15,20-39,0.2486945179069284,0.0025025465611992104,0.2532283938955423
2021-01-15,40-59,0.33924903423710107,0.04146178900640098,0.35279426247973633
2021-01-15,60-79,0.20235366631548016,0.3401451225493278,0.18616362735722583
2021-01-15,80-89,0.06450937811319674,0.41455501200970835,0.05827112211317541
2021-01-15,90+,0.021301970227984548,0.20120977376476062,0.021526088461011596
2021-01-16,0-19,0.12458725649935835,0.00012494689756853338,0.12791888780342714
2021-01-16,20-39,0.24875347858059493,0.0024989379513706673,0.25310254023686996
2021-01-16,40-59,0.3385779995097544,0.04140740185421196,0.35283638843803766
2021-01-16,60-79,0.20203163525730683,0.3400304870430067,0.18644984782168342
2021-01-16,80-89,0.06472394849537871,0.41446135392458205,0.058218782932438984
2021-01-16,90+,0.021325681657606736,0.20147687232926006,0.021473552767542814
2021-01-17,0-19,0.12488354579476126,0.0001246245684874316,0.12796039290806555
2021-01-17,20-39,0.2488786557980875,0.0025174162834461188,0.25301300085958206
2021-01-17,40-59,0.3382377292905905,0.04142520656522227,0.35282335716526675
2021-01-17,60-79,0.20201906753119964,0.33982627335152854,0.18650443437205874
2021-01-17,80-89,0.0647031803697448,0.41451377724604627,0.05822010401707941
2021-01-17,90+,0.021277821215616312,0.20159270198526938,0.021478710677947512
2021-01-18,0-19,0.12488354579476126,0.0001246245684874316,0.12796039290806555
2021-01-18,20-39,0.2488786557980875,0.0025174162834461188,0.25301300085958206
2021-01-18,40-59,0.3382377292905905,0.04142520656522227,0.35282335716526675
2021-01-18,60-79,0.20201906753119964,0.33982627335152854,0.18650443437205874
2021-01-18,80-89,0.0647031803697448,0.41451377724604627,0.05822010401707941
2021-01-18,90+,0.021277821215616312,0.20159270198526938,0.021478710677947512
2021-01-19,0-19,0.12615023390563035,0.00012282296298115895,0.12779144134072723
2021-01-19,20-39,0.24842380850609105,0.002566999926306222,0.2528875708532861
2021-01-19,40-59,0.33533993493386527,0.04120710408017883,0.353341990108181
2021-01-19,60-79,0.20301554225736743,0.33944582279102903,0.18657479183200124
2021-01-19,80-89,0.06547131390847998,0.41468716991328697,0.05806283983164743
2021-01-19,90+,0.021599166488565934,0.2019700803262178,0.021341366034156997
2021-01-20,0-19,0.12615023390563035,0.00012282296298115895,0.12779144134072723
2021-01-20,20-39,0.24842380850609105,0.002566999926306222,0.2528875708532861
2021-01-20,40-59,0.33533993493386527,0.04120710408017883,0.353341990108181
2021-01-20,60-79,0.20301554225736743,0.33944582279102903,0.18657479183200124
2021-01-20,80-89,0.06547131390847998,0.41468716991328697,0.05806283983164743
2021-01-20,90+,0.021599166488565934,0.2019700803262178,0.021341366034156997
2021-01-21,0-19,0.12652676112066472,0.00012097896175855019,0.12806554209010118
2021-01-21,20-39,0.2479478321742174,0.002528460300753699,0.2530231337012124
2021-01-21,40-59,0.3349576174460897,0.04114494489408292,0.3531434956021152
2021-01-21,60-79,0.20259317313691771,0.3388862676780508,0.18694876587092746
2021-01-21,80-89,0.06605591149122673,0.41510301358593743,0.057716768306937234
2021-01-21,90+,0.021918704630883717,0.20221633457941665,0.021102294428706554
2021-01-22,0-19,0.12632746991017116,0.0001203166734846115,0.12837656508274276
2021-01-22,20-39,0.24787152681454733,0.002562745145222225,0.25298945053483557
2021-01-22,40-59,0.33456916330887726,0.041076112327646366,0.35317018315505483
2021-01-22,60-79,0.20295250458646696,0.33863127752243904,0.1868949850854027
2021-01-22,80-89,0.06618153060020261,0.4153211252015304,0.05758091406532024
2021-01-22,90+,0.022097804779734637,0.20228842312967732,0.02098790207664393
2021-01-23,0-19,0.12659271623719007,0.00011970456912340344,0.12844223106161887
2021-01-23,20-39,0.24774164512733252,0.002561677779240834,0.25293029139776463
2021-01-23,40-59,0.3342334386024941,0.040998814924765675,0.3531485540833262
2021-01-23,60-79,0.20313711346720859,0.3382970827996505,0.1869661957862227
2021-01-23,80-89,0.06615773728331584,0.41541076622894696,0.05758518782016474
2021-01-23,90+,0.02213734928245889,0.20261195369827267,0.02092753985090291
2021-01-24,0-19,0.12740143122282402,0.00011924209723000608,0.12844550054995252
2021-01-24,20-39,0.24749195459590323,0.002563705090445131,0.25287218451387283
2021-01-24,40-59,0.333614541942135,0.04099543302767609,0.3531335648044364
2021-01-24,60-79,0.2031048526286297,0.33827790563180427,0.1870939041737582
2021-01-24,80-89,0.06617431941066931,0.4154036941201722,0.05756130849686827
2021-01-24,90+,0.022212900199838705,0.20264002003267234,0.02089353746111175
2021-01-25,0-19,0.12794778367880905,0.00011855364552459988,0.12849566194909637
2021-01-25,20-39,0.24725008820324526,0.0025726141078838173,0.25290346755829707
2021-01-25,40-59,0.33254809028265625,0.04097213989330172,0.353359467327703
2021-01-25,60-79,0.20346849504969042,0.3381979845880261,0.18700025941832646
2021-01-25,80-89,0.066464657818242,0.41536455245998816,0.05743694693454011
2021-01-25,90+,0.022320884967356992,0.20277415530527565,0.02080419681203701
2021-01-26,0-19,0.1285146174857024,0.00011805121061516486,0.12841337458777685
2021-01-26,20-39,0.246853595325386,0.002549906149287561,0.2529765518320805
2021-01-26,40-59,0.3324715173706383,0.04086932911497007,0.3533849339953839
2021-01-26,60-79,0.2034351518426557,0.337980615991217,0.18702602609111463
2021-01-26,80-89,0.06639709684482188,0.4155402613653803,0.05742784260628035
2021-01-26,90+,0.02232802113079571,0.2029418361685299,0.020771270887363746
2021-01-27,0-19,0.12783574231836892,0.00011708230886313078,0.12914535026838334
2021-01-27,20-39,0.24565375970002937,0.0025289778714436247,0.2529815111223982
2021-01-27,40-59,0.32990992299389693,0.04075635171525582,0.35363612365126096
2021-01-27,60-79,0.2055663562877315,0.33779416930101863,0.1866336297301241
2021-01-27,80-89,0.06797364694698693,0.4157358623112048,0.05706612845197559
2021-01-27,90+,0.02306057175298634,0.20306755649221403,0.020537256775857864
2021-01-28,0-19,0.1280245904622623,0.00011674605398337536,0.1293078940674655
2021-01-28,20-39,0.24541162223597182,0.0025217147660409078,0.2529920914687502
2021-01-28,40-59,0.33003232626699447,0.040744372840198,0.35352037980456713
2021-01-28,60-79,0.20557619833835708,0.33772298496310826,0.1866088632518466
2021-01-28,80-89,0.06795133523695451,0.41572102362940133,0.05704993108921162
2021-01-28,90+,0.023003927459459818,0.20317315774726813,0.02052084031815892
2021-01-29,0-19,0.12876915101274705,0.00011612109107377173,0.1293468817990816
2021-01-29,20-39,0.24498627278076623,0.0025082155671934695,0.2530046380650823
2021-01-29,40-59,0.330111701391725,0.040781727185108634,0.35335729795092635
2021-01-29,60-79,0.20545821574487874,0.3376801328425282,0.18671204787651743
2021-01-29,80-89,0.0677542869430558,0.41567866971678064,0.05708345551773788
2021-01-29,90+,0.02292037212682717,0.2032351335973153,0.02049567879065446
2021-01-30,0-19,0.13048335851271145,0.00011555216602535215,0.1291785265287549
2021-01-30,20-39,0.24481712585525764,0.0024959267861476065,0.25286890356305974
2021-01-30,40-59,0.3294694536787841,0.04076680417374424,0.35319294567395954
2021-01-30,60-79,0.20489055952969598,0.3373545487110156,0.18709531847407096
2021-01-30,80-89,0.06753776478981921,0.41569891727620434,0.057185362559560214
2021-01-30,90+,0.022801737633731584,0.20356825088686287,0.020478943200594645
2021-01-31,0-19,0.13081543160373335,0.00011526978894101645,0.12930104026661474
2021-01-31,20-39,0.24461241831180575,0.002501354420020057,0.2529154260121535
2021-01-31,40-59,0.32954425239305885,0.04070176247507291,0.35309126087803366
2021-01-31,60-79,0.20491408876072825,0.3372332945258377,0.18705321641139763
2021-01-31,80-89,0.06737591072738751,0.4157666017313522,0.057173233930318174
2021-01-31,90+,0.022737898203286297,0.20368171705877605,0.02046582250148233
2021-02-01,0-19,0.13170624638826825,0.00011477498364456483,0.1293947387645647
2021-02-01,20-39,0.24448658965068445,0.0024906171450870566,0.2528337543238849
2021-02-01,40-59,0.3290692749443129,0.040618866711811495,0.3530433697587476
2021-02-01,60-79,0.2047536820372825,0.33718594695100257,0.1871149696134939
2021-02-01,80-89,0.06726352052321025,0.41584124324262284,0.057186993924831724
2021-02-01,90+,0.022720686456241673,0.2037485509658315,0.02042617361447717
2021-02-02,0-19,0.1325749473902094,0.00011424654404204273,0.12936136142505295
2021-02-02,20-39,0.24410080380860386,0.002501999314520736,0.25292834172426315
2021-02-02,40-59,0.3288422396246593,0.0406374957157546,0.35300018823254936
2021-02-02,60-79,0.20454341601407527,0.3372443733577059,0.18717685641037876
2021-02-02,80-89,0.0672939593610929,0.415606077916143,0.05714369036540975
2021-02-02,90+,0.02264463380135923,0.20389580715183367,0.02038956184234596
2021-02-03,0-19,0.13436922145694946,0.00011343527383275103,0.12934222690120964
2021-02-03,20-39,0.24381799765228238,0.0024842324969372477,0.2528004525349025
2021-02-03,40-59,0.3285247691206905,0.04064385861427469,0.35285518621235096
2021-02-03,60-79,0.20400301599491968,0.33695948092018696,0.18743691878203164
2021-02-03,80-89,0.06699742310874901,0.4156495303779663,0.05717967049802409
2021-02-03,90+,0.02228757266640892,0.20414946231680203,0.020385545071481135
2021-02-04,0-19,0.13492610231446497,0.00011296371605440332,0.12946519445662427
2021-02-04,20-39,0.24355306398608156,0.0024739053815914327,0.2511430887179283
2021-02-04,40-59,0.3285538548055463,0.04058786317834712,0.3537880176984095
2021-02-04,60-79,0.20381526457304536,0.33689169038904704,0.1880947635561579
2021-02-04,80-89,0.06693144473929319,0.4156274004789662,0.05723601865508032
2021-02-04,90+,0.022220269581568634,0.20430617685599387,0.020272916915799685
2021-02-05,0-19,0.13545083550492032,0.0001124568446858518,0.12954852668484532
2021-02-05,20-39,0.2433394910408867,0.00247405058308874,0.25285230891822874
2021-02-05,40-59,0.3285687193138956,0.04055193819371816,0.352681178154741
2021-02-05,60-79,0.20382070535018157,0.33674077572731465,0.18746046195462107
2021-02-05,80-89,0.06677893361616644,0.41565174364337687,0.057114568497121654
2021-02-05,90+,0.022041315173949385,0.20446903500781574,0.02034295579044227
2021-02-06,0-19,0.13624800762793876,0.00011220951761128379,0.12960395978561096
2021-02-06,20-39,0.24282568167586951,0.0024686093874482433,0.25289616352097855
2021-02-06,40-59,0.3283358000796949,0.04049641490591232,0.3525859446928844
2021-02-06,60-79,0.20393351169807025,0.3366734366408959,0.1875061653294752
2021-02-06,80-89,0.06661816189446121,0.4157923675086121,0.057105850486650005
2021-02-06,90+,0.02203883702396539,0.20445696203952018,0.020301916184400894
2021-02-07,0-19,0.13698051602370728,0.0001117493239165903,0.12986180276659925
2021-02-07,20-39,0.24288959080100792,0.0024584851261649867,0.2528063416250312
