Data,Età,Daily_extinct,Extinct,Hospitalized,Isolated,Recovered,Threatened
2020-12-08,0-19,,0.0,0.015152540079821416,0.1301833578326218,0.12436637653593112,0.0070904645476772615
2020-12-08,20-39,,0.002668706442291348,0.061861597781235206,0.258820798840914,0.2538906328148679,0.02982885085574572
2020-12-08,40-59,,0.04266530681625021,0.2173780694040452,0.3473980348991778,0.3567761966420232,0.21907090464547677
2020-12-08,60-79,,0.35019547849736526,0.41016708381248734,0.1860670553730808,0.18298692216163998,0.6036674816625917
2020-12-08,80-89,,0.4128675845656978,0.23618345396739499,0.056781145160042484,0.0589846816540772,0.12322738386308069
2020-12-08,90+,,0.19160292367839538,0.059257254955015895,0.020749607894163073,0.022995190191460582,0.017114914425427872
2020-12-09,0-19,0.0,0.0,0.01456241543829666,0.1293496609539069,0.12490197949556263,0.005239520958083832
2020-12-09,20-39,0.003676470588235294,0.002677939838986762,0.062130598874884285,0.25841320706131443,0.2534810244750457,0.02869261477045908
2020-12-09,40-59,0.04779411764705882,0.04271229831239263,0.21491134372997223,0.346977196646734,0.35659652063513136,0.2155688622754491
2020-12-09,60-79,0.3492647058823529,0.35018695051706134,0.4097771131524603,0.18648536522560155,0.18341659025562088,0.6037924151696606
2020-12-09,80-89,0.38786764705882354,0.41263852864890355,0.23855301573737805,0.0576278218076736,0.05881852618651487,0.12874251497005987
2020-12-09,90+,0.2113970588235294,0.1917842826826557,0.060065513067008476,0.021146748304769536,0.022785358952124503,0.017964071856287425
2020-12-10,0-19,0.0,0.0,0.014467448241456722,0.1292825479370461,0.12513919879025465,0.005283018867924529
2020-12-10,20-39,0.002421307506053269,0.0026761670597287034,0.06221715426005773,0.25829877895122677,0.2534003542121246,0.028679245283018868
2020-12-10,40-59,0.021791767554479417,0.04256778229380969,0.21458860421195167,0.34688065565508236,0.356623191443024,0.21433962264150944
2020-12-10,60-79,0.2784503631961259,0.34969140448592506,0.4101129601254321,0.1865421181645323,0.18350715204411625,0.6060377358490566
2020-12-10,80-89,0.45036319612590797,0.41289912522789235,0.23842782311228308,0.05779506769604362,0.058650460023751114,0.12754716981132075
2020-12-10,90+,0.2469733656174334,0.19216552093264422,0.06018601004881873,0.02120083159606882,0.02267964348672937,0.018113207547169812
2020-12-11,0-19,0.0,0.0,0.014467448241456722,0.1292825479370461,0.12513919879025465,0.005283018867924529
2020-12-11,20-39,0.002421307506053269,0.0026761670597287034,0.06221715426005773,0.25829877895122677,0.2534003542121246,0.028679245283018868
2020-12-11,40-59,0.021791767554479417,0.04256778229380969,0.21458860421195167,0.34688065565508236,0.356623191443024,0.21433962264150944
2020-12-11,60-79,0.2784503631961259,0.34969140448592506,0.4101129601254321,0.1865421181645323,0.18350715204411625,0.6060377358490566
2020-12-11,80-89,0.45036319612590797,0.41289912522789235,0.23842782311228308,0.05779506769604362,0.058650460023751114,0.12754716981132075
2020-12-11,90+,0.2469733656174334,0.19216552093264422,0.06018601004881873,0.02120083159606882,0.02267964348672937,0.018113207547169812
2020-12-12,0-19,0.0,0.0,0.014217495116127632,0.129140572990186,0.12528050968387522,0.005646817248459959
2020-12-12,20-39,0.004282655246252677,0.0027129502516833365,0.06330945662397801,0.25790239617520966,0.25313766240943264,0.029004106776180698
2020-12-12,40-59,0.03997144896502498,0.04250833496764071,0.21275595108892265,0.3466478457148101,0.35658627856165886,0.2091889117043121
2020-12-12,60-79,0.33547466095645967,0.34936588873635355,0.405940235872947,0.18656341364285933,0.1839788263297195,0.6052361396303901
2020-12-12,80-89,0.3868665239114918,0.41230306596064586,0.24354243542435425,0.058165772962799484,0.058566079890736915,0.13347022587268995
2020-12-12,90+,0.2334047109207709,0.19310976008367653,0.0602344258736705,0.02157999851413538,0.022450643124576893,0.017453798767967144
2020-12-13,0-19,0.0,0.0,0.014319376472720682,0.12905968077723803,0.12529354465294873,0.007950756604257501
2020-12-13,20-39,0.01090909090909091,0.002749621723638612,0.0629690048939641,0.257898160999306,0.2528895725521353,0.027699410105155167
2020-12-13,40-59,0.05090909090909091,0.04254592193677497,0.21178176545223854,0.34671090677770067,0.35635979253249733,0.20979738394460118
2020-12-13,60-79,0.3236363636363636,0.34925076875518607,0.40558274424506074,0.18662965533194542,0.18425429409709276,0.6024621697871249
2020-12-13,80-89,0.4109090909090909,0.41229682898654474,0.24448069603045133,0.05810634975711312,0.05872161913667127,0.13516286227237753
2020-12-13,90+,0.20363636363636364,0.1931568585978556,0.06086641290556462,0.02159524635669674,0.022481177028654643,0.016927417286483715
2020-12-14,0-19,0.0,0.0,0.014594515109183148,0.12916350991565925,0.12538665274716776,0.007735946364105209
2020-12-14,20-39,-0.004484304932735426,0.0026975076321697974,0.062348356738475115,0.25765389787737436,0.25280323241696634,0.029138731304796286
2020-12-14,40-59,0.02242152466367713,0.042400943320034246,0.2109403720314683,0.3466692636761911,0.3562666743997216,0.21015987622485818
2020-12-14,60-79,0.2937219730941704,0.3488507325267732,0.4050437467833248,0.18672689437284368,0.18438116227815798,0.6008251676121712
2020-12-14,80-89,0.4304932735426009,0.41242791839635595,0.24505551062421882,0.05814627942581265,0.05874221861346325,0.13512119649303764
2020-12-14,90+,0.257847533632287,0.19362289812466685,0.0620174987133299,0.021640154732118944,0.022420059544523065,0.01701908200103146
2020-12-15,0-19,0.0,0.0,0.014714037487522645,0.12899108942658957,0.12543544371153958,0.006496881496881497
2020-12-15,20-39,0.0,0.002675295964628422,0.0626270841805612,0.257261333176023,0.2529163881320907,0.029885654885654887
2020-12-15,40-59,0.038910505836575876,0.04237220255354597,0.21024806832045548,0.3463210252411092,0.356380579472709,0.2079002079002079
2020-12-15,60-79,0.29377431906614787,0.34839722538167023,0.4047099707937447,0.18706736669750523,0.18437351891921275,0.6034303534303534
2020-12-15,80-89,0.42996108949416345,0.41257228906012205,0.24514769492402677,0.058476267486982335,0.05864245505858524,0.13513513513513514
2020-12-15,90+,0.23735408560311283,0.19398298704003333,0.06255314429368923,0.02188291797179062,0.02225161470586272,0.017151767151767153
2020-12-16,0-19,0.0,0.0,0.014024458655895883,0.12782598464570402,0.12638287473193716,0.006324110671936759
2020-12-16,20-39,0.0019175455417066154,0.002662843097091356,0.06286697333482928,0.25621378356913843,0.2532792219381801,0.02793148880105402
2020-12-16,40-59,0.04314477468839885,0.04238489900103993,0.2102920827256068,0.3463687972468159,0.35598927657128526,0.20869565217391303
2020-12-16,60-79,0.2914669223394056,0.34746163300034666,0.4031938367179027,0.18827249463187928,0.1840867466438945,0.6023715415019762
2020-12-16,80-89,0.42665388302972196,0.4128037059212807,0.24653128389244175,0.059158161014207136,0.05826768482492053,0.1383399209486166
2020-12-16,90+,0.236816874400767,0.1946869189802414,0.06309136467332362,0.0221607788922552,0.021994195289782446,0.016337285902503294
2020-12-17,0-19,0.0,0.0,0.01410575544995097,0.12772763759259972,0.1265114018110619,0.0058309037900874635
2020-12-17,20-39,0.006696428571428571,0.0026911161873767876,0.0629101606698348,0.2556196665373257,0.2533760889953865,0.027564272462231646
2020-12-17,40-59,0.03794642857142857,0.04235378790249398,0.20981368333710493,0.34666729856135353,0.3557285539514653,0.21176782401272198
2020-12-17,60-79,0.34151785714285715,0.34741997058547425,0.4035980991174474,0.1884976407619465,0.18410143536865464,0.602438377948582
2020-12-17,80-89,0.35267857142857145,0.41238226366680225,0.2466621407558271,0.05932602507634571,0.058274015725265055,0.1349059104161145
2020-12-17,90+,0.2611607142857143,0.19515286165785273,0.0629101606698348,0.02216173147042881,0.02200850414816662,0.01749271137026239
2020-12-18,0-19,0.0,0.0,0.014185745797520346,0.1277032338871937,0.1265632811957889,0.0045933531477978925
2020-12-18,20-39,0.0016863406408094434,0.0026818794859472615,0.06362668289343576,0.25557080485194117,0.2533347329989556,0.027830316130775468
2020-12-18,40-59,0.045531197301854974,0.04238299719410297,0.2093633528561649,0.34672606489686,0.3555660728170109,0.20940286409078626
2020-12-18,60-79,0.32377740303541314,0.3472026291720278,0.40324788925230093,0.18859826394903478,0.1842505591249006,0.6060524182653337
2020-12-18,80-89,0.41989881956155145,0.41245136186770426,0.24583555183692096,0.05923537362996916,0.058319796313067246,0.13455822750607943
2020-12-18,90+,0.209106239460371,0.19528113228021765,0.0637407773636571,0.022166258785001208,0.021965557550276762,0.017562820859227234
2020-12-19,0-19,0.0,0.0,0.014382663684738181,0.12762124979700445,0.12665578537526476,0.006406685236768802
2020-12-19,20-39,0.0036845983787767134,0.002702538564314345,0.06400863731009486,0.25560602922837855,0.25332292970033343,0.028133704735376044
2020-12-19,40-59,0.040530582166543844,0.04234483177456577,0.21080434950258348,0.3469786068769676,0.3553734822695531,0.21253481894150417
2020-12-19,60-79,0.3036109064112012,0.346304506255314,0.40232898897200586,0.18862867384687357,0.184421287720451,0.6086350974930362
2020-12-19,80-89,0.43257184966838613,0.41286590550224705,0.24550782756227346,0.05905866682955973,0.05832558594705681,0.12701949860724235
2020-12-19,90+,0.2196020633750921,0.19578221790355885,0.06296753296830415,0.022106773421216124,0.021900928987340886,0.017270194986072424
2020-12-20,0-19,0.0,0.0,0.014227328809376927,0.12761070209450862,0.126726225467491,0.0061711079943899015
2020-12-20,20-39,0.0048543689320388345,0.0027159152634437804,0.0644278223318939,0.2556183617398337,0.2532758350511537,0.02833099579242637
2020-12-20,40-59,0.021844660194174758,0.04221739392842055,0.2104796421961752,0.34706132473803775,0.35519791801040473,0.21150070126227208
2020-12-20,60-79,0.30097087378640774,0.3460226929808679,0.40241363355953114,0.18879420055425383,0.1844302709235712,0.6092566619915849
2020-12-20,80-89,0.4053398058252427,0.41281912004345467,0.24498766193707588,0.05895786005685265,0.05840271711416572,0.1273492286115007
2020-12-20,90+,0.2669902912621359,0.19622487778381315,0.06346391116594695,0.021957550816513433,0.021967033433213656,0.017391304347826087
2020-12-21,0-19,0.0,0.0,0.013570351559400048,0.1277270548694978,0.12654174342035615,0.0050933786078098476
2020-12-21,20-39,0.002369668246445498,0.002713724549461753,0.06483612411713356,0.2556286649191425,0.2528065383556713,0.028862478777589132
2020-12-21,40-59,0.037914691943127965,0.04219017061980869,0.2108959606380446,0.3468677700131952,0.3547743970865358,0.21052631578947367
