Data,Età,Daily_extinct,Extinct,Infected,Recovered
2022-11-06,70-79,0.125,0.24260569769551804,0.10140487694153506,0.07330081022137094
2022-11-06,80-89,0.375,0.40346012520413715,0.06637617951295438,0.040175527507514304
2022-11-06,>90,0.40625,0.20548675376519687,0.017939946172054865,0.009751309995869336
2022-11-07,0-9,0.0,0.00023248956632190165,0.06738707480787315,0.08440343387290813
2022-11-07,10-19,0.0,0.00019279622573035746,0.08921252310386199,0.11590229319850992
2022-11-07,20-29,0.0,0.0007655144256940664,0.09378627711663802,0.11380491622520347
2022-11-07,30-39,0.0,0.0025857376156777356,0.12114287103991699,0.13425274613205043
2022-11-07,40-49,0.0,0.00946969696969697,0.14734021855442783,0.1622646654709837
2022-11-07,50-59,0.0,0.03569565414625295,0.1676748597555044,0.16087496856255387
2022-11-07,60-69,0.09375,0.0995055343857739,0.12773517299523332,0.10526932881303584
2022-11-07,70-79,0.125,0.24260569769551804,0.10140487694153506,0.07330081022137094
2022-11-07,80-89,0.375,0.40346012520413715,0.06637617951295438,0.040175527507514304
2022-11-07,>90,0.40625,0.20548675376519687,0.017939946172054865,0.009751309995869336
2022-11-08,0-9,0.0,0.00023248956632190165,0.06738707480787315,0.08440343387290813
2022-11-08,10-19,0.0,0.00019279622573035746,0.08921252310386199,0.11590229319850992
2022-11-08,20-29,0.0,0.0007655144256940664,0.09378627711663802,0.11380491622520347
2022-11-08,30-39,0.0,0.0025857376156777356,0.12114287103991699,0.13425274613205043
2022-11-08,40-49,0.0,0.00946969696969697,0.14734021855442783,0.1622646654709837
2022-11-08,50-59,0.0,0.03569565414625295,0.1676748597555044,0.16087496856255387
2022-11-08,60-69,0.09375,0.0995055343857739,0.12773517299523332,0.10526932881303584
2022-11-08,70-79,0.125,0.24260569769551804,0.10140487694153506,0.07330081022137094
2022-11-08,80-89,0.375,0.40346012520413715,0.06637617951295438,0.040175527507514304
2022-11-08,>90,0.40625,0.20548675376519687,0.017939946172054865,0.009751309995869336
2022-11-09,0-9,0.0,0.00023248956632190165,0.06738707480787315,0.08440343387290813
2022-11-09,10-19,0.0,0.00019279622573035746,0.08921252310386199,0.11590229319850992
2022-11-09,20-29,0.0,0.0007655144256940664,0.09378627711663802,0.11380491622520347
2022-11-09,30-39,0.0,0.0025857376156777356,0.12114287103991699,0.13425274613205043
2022-11-09,40-49,0.0,0.00946969696969697,0.14734021855442783,0.1622646654709837
2022-11-09,50-59,0.0,0.03569565414625295,0.1676748597555044,0.16087496856255387
2022-11-09,60-69,0.09375,0.0995055343857739,0.12773517299523332,0.10526932881303584
2022-11-09,70-79,0.125,0.24260569769551804,0.10140487694153506,0.07330081022137094
2022-11-09,80-89,0.375,0.40346012520413715,0.06637617951295438,0.040175527507514304
2022-11-09,>90,0.40625,0.20548675376519687,0.017939946172054865,0.009751309995869336
2022-11-10,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-10,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-10,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-10,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-10,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-10,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-10,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-10,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-10,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-10,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-11,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-11,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-11,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-11,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-11,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-11,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-11,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-11,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-11,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-11,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-12,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-12,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-12,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-12,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-12,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-12,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-12,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-12,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-12,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-12,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-13,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-13,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-13,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-13,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-13,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-13,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-13,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-13,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-13,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-13,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-14,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-14,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-14,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-14,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-14,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-14,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-14,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-14,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-14,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-14,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-15,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-15,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-15,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-15,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-15,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-15,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-15,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-15,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-15,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-15,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-16,0-9,0.0,0.0002312177845952561,0.06932740102313359,0.08380103939779915
2022-11-16,10-19,0.0010309278350515464,0.00019738103563009666,0.09258530285686661,0.11518506722356318
2022-11-16,20-29,0.0,0.0007613268517160871,0.0977510397944755,0.11322078559086726
2022-11-16,30-39,0.0010309278350515464,0.002577232379512976,0.12426083518502212,0.13384693411713977
2022-11-16,40-49,0.010309278350515464,0.00947428971024464,0.14999369821530004,0.16198470811426227
2022-11-16,50-59,0.021649484536082474,0.03561881774399116,0.16796414370831542,0.16122857705895907
2022-11-16,60-69,0.06597938144329897,0.09932213712906464,0.12554104706310934,0.10586783468087571
2022-11-16,70-79,0.17628865979381445,0.2422429252997372,0.09556354357123002,0.07412542120903484
2022-11-16,80-89,0.4690721649484536,0.4038190410665343,0.06057568961379556,0.04083773990591957
2022-11-16,>90,0.25463917525773194,0.20575563099897362,0.01643729896875178,0.009901892701579129
2022-11-17,0-9,0.0021551724137931034,0.00023623907394283014,0.06867345577594926,0.08338045764681254
2022-11-17,10-19,0.0,0.00019686589495235846,0.09299368649984888,0.11473781870977767
2022-11-17,20-29,0.004310344827586207,0.0007705893602420888,0.09709940343417936,0.11290162339264495
2022-11-17,30-39,0.0,0.0025705061140922233,0.12414242607936538,0.13363343147012666
2022-11-17,40-49,0.004310344827586207,0.009460812437424769,0.15063920178716464,0.16190780062936627
2022-11-17,50-59,0.01939655172413793,0.035576479587819065,0.1696464000891556,0.16155344330626548
2022-11-17,60-69,0.0668103448275862,0.099237285275556,0.1252391413369626,0.1062796119662523
2022-11-17,70-79,0.16163793103448276,0.24203255599428528,0.09478186426396813,0.07454070268711264
2022-11-17,80-89,0.44396551724137934,0.4039238185233933,0.060332847592883085,0.041113549826260705
2022-11-17,>90,0.2974137931034483,0.2059948477382921,0.01645157314052308,0.0099515603653808
2022-11-18,0-9,0.0021551724137931034,0.00023623907394283014,0.06867345577594926,0.08338045764681254
2022-11-18,10-19,0.0,0.00019686589495235846,0.09299368649984888,0.11473781870977767
2022-11-18,20-29,0.004310344827586207,0.0007705893602420888,0.09709940343417936,0.11290162339264495
2022-11-18,30-39,0.0,0.0025705061140922233,0.12414242607936538,0.13363343147012666
2022-11-18,40-49,0.004310344827586207,0.009460812437424769,0.15063920178716464,0.16190780062936627
2022-11-18,50-59,0.01939655172413793,0.035576479587819065,0.1696464000891556,0.16155344330626548
2022-11-18,60-69,0.0668103448275862,0.099237285275556,0.1252391413369626,0.1062796119662523
2022-11-18,70-79,0.16163793103448276,0.24203255599428528,0.09478186426396813,0.07454070268711264
2022-11-18,80-89,0.44396551724137934,0.4039238185233933,0.060332847592883085,0.041113549826260705
2022-11-18,>90,0.2974137931034483,0.2059948477382921,0.01645157314052308,0.0099515603653808
2022-11-19,0-9,0.0021551724137931034,0.00023623907394283014,0.06867345577594926,0.08338045764681254
2022-11-19,10-19,0.0,0.00019686589495235846,0.09299368649984888,0.11473781870977767
2022-11-19,20-29,0.004310344827586207,0.0007705893602420888,0.09709940343417936,0.11290162339264495
2022-11-19,30-39,0.0,0.0025705061140922233,0.12414242607936538,0.13363343147012666
2022-11-19,40-49,0.004310344827586207,0.009460812437424769,0.15063920178716464,0.16190780062936627
2022-11-19,50-59,0.01939655172413793,0.035576479587819065,0.1696464000891556,0.16155344330626548
2022-11-19,60-69,0.0668103448275862,0.099237285275556,0.1252391413369626,0.1062796119662523
2022-11-19,70-79,0.16163793103448276,0.24203255599428528,0.09478186426396813,0.07454070268711264
2022-11-19,80-89,0.44396551724137934,0.4039238185233933,0.060332847592883085,0.041113549826260705
2022-11-19,>90,0.2974137931034483,0.2059948477382921,0.01645157314052308,0.0099515603653808
2022-11-20,0-9,0.0021551724137931034,0.00023623907394283014,0.06867345577594926,0.08338045764681254
2022-11-20,10-19,0.0,0.00019686589495235846,0.09299368649984888,0.11473781870977767
