data,prima_dose,seconda_dose,terza_dose,pregressa_infezione,mono_dose,prima_dose_tot,seconda_dose_tot,terza_dose_tot,mono_dose_tot,pregressa_infezione_tot
2022-06-03,273.0,811.0,7326.0,182.0,0.0,47299244.0,49914182.0,39582728.0,1507810.0,1983664.0
2022-06-04,257.0,869.0,5155.0,269.0,0.0,47299501.0,49915051.0,39587883.0,1507810.0,1983933.0
2022-06-05,48.0,89.0,586.0,9.0,0.0,47299549.0,49915140.0,39588469.0,1507810.0,1983942.0
2022-06-06,249.0,663.0,6961.0,140.0,0.0,47299798.0,49915803.0,39595430.0,1507810.0,1984082.0
2022-06-07,312.0,928.0,7841.0,219.0,0.0,47300110.0,49916731.0,39603271.0,1507810.0,1984301.0
2022-06-08,298.0,977.0,7896.0,247.0,0.0,47300408.0,49917708.0,39611167.0,1507810.0,1984548.0
2022-06-09,338.0,1031.0,8398.0,250.0,0.0,47300746.0,49918739.0,39619565.0,1507810.0,1984798.0
2022-06-10,333.0,949.0,8534.0,217.0,0.0,47301079.0,49919688.0,39628099.0,1507810.0,1985015.0
2022-06-11,266.0,897.0,6208.0,329.0,0.0,47301345.0,49920585.0,39634307.0,1507810.0,1985344.0
2022-06-12,56.0,140.0,767.0,39.0,0.0,47301401.0,49920725.0,39635074.0,1507810.0,1985383.0
2022-06-13,211.0,600.0,6292.0,152.0,0.0,47301612.0,49921325.0,39641366.0,1507810.0,1985535.0
2022-06-14,333.0,823.0,7869.0,204.0,0.0,47301945.0,49922148.0,39649235.0,1507810.0,1985739.0
2022-06-15,314.0,948.0,7842.0,241.0,66.0,47302259.0,49923096.0,39657077.0,1507876.0,1985980.0
2022-06-16,328.0,726.0,7381.0,192.0,0.0,47302587.0,49923822.0,39664458.0,1507876.0,1986172.0
2022-06-17,318.0,715.0,7229.0,197.0,0.0,47302905.0,49924537.0,39671687.0,1507876.0,1986369.0
2022-06-18,218.0,774.0,5587.0,245.0,0.0,47303123.0,49925311.0,39677274.0,1507876.0,1986614.0
2022-06-19,22.0,45.0,522.0,15.0,0.0,47303145.0,49925356.0,39677796.0,1507876.0,1986629.0
2022-06-20,269.0,587.0,6690.0,140.0,0.0,47303414.0,49925943.0,39684486.0,1507876.0,1986769.0
2022-06-21,327.0,728.0,7635.0,189.0,2.0,47303741.0,49926671.0,39692121.0,1507878.0,1986958.0
2022-06-22,323.0,773.0,7298.0,201.0,0.0,47304064.0,49927444.0,39699419.0,1507878.0,1987159.0
2022-06-23,294.0,646.0,7452.0,165.0,0.0,47304358.0,49928090.0,39706871.0,1507878.0,1987324.0
2022-06-24,307.0,636.0,7452.0,158.0,0.0,47304665.0,49928726.0,39714323.0,1507878.0,1987482.0
2022-06-25,337.0,835.0,6531.0,320.0,0.0,47305002.0,49929561.0,39720854.0,1507878.0,1987802.0
2022-06-26,26.0,128.0,523.0,32.0,0.0,47305028.0,49929689.0,39721377.0,1507878.0,1987834.0
2022-06-27,295.0,528.0,7110.0,142.0,0.0,47305323.0,49930217.0,39728487.0,1507878.0,1987976.0
2022-06-28,351.0,739.0,8188.0,190.0,1.0,47305674.0,49930956.0,39736675.0,1507879.0,1988166.0
2022-06-29,333.0,755.0,7707.0,221.0,1.0,47306007.0,49931711.0,39744382.0,1507880.0,1988387.0
2022-06-30,378.0,738.0,8122.0,219.0,0.0,47306385.0,49932449.0,39752504.0,1507880.0,1988606.0
2022-07-01,304.0,574.0,6436.0,154.0,1.0,47306689.0,49933023.0,39758940.0,1507881.0,1988760.0
2022-07-02,239.0,533.0,4763.0,183.0,0.0,47306928.0,49933556.0,39763703.0,1507881.0,1988943.0
2022-07-03,42.0,49.0,455.0,11.0,0.0,47306970.0,49933605.0,39764158.0,1507881.0,1988954.0
2022-07-04,303.0,468.0,6255.0,122.0,0.0,47307273.0,49934073.0,39770413.0,1507881.0,1989076.0
2022-07-05,371.0,616.0,8104.0,136.0,0.0,47307644.0,49934689.0,39778517.0,1507881.0,1989212.0
2022-07-06,385.0,621.0,7568.0,162.0,0.0,47308029.0,49935310.0,39786085.0,1507881.0,1989374.0
2022-07-07,351.0,557.0,8241.0,134.0,0.0,47308380.0,49935867.0,39794326.0,1507881.0,1989508.0
2022-07-08,357.0,667.0,8061.0,137.0,1.0,47308737.0,49936534.0,39802387.0,1507882.0,1989645.0
2022-07-09,365.0,548.0,6101.0,149.0,0.0,47309102.0,49937082.0,39808488.0,1507882.0,1989794.0
2022-07-10,42.0,59.0,533.0,20.0,0.0,47309144.0,49937141.0,39809021.0,1507882.0,1989814.0
2022-07-11,393.0,473.0,7622.0,90.0,0.0,47309537.0,49937614.0,39816643.0,1507882.0,1989904.0
2022-07-12,463.0,647.0,8958.0,118.0,0.0,47310000.0,49938261.0,39825601.0,1507882.0,1990022.0
2022-07-13,535.0,622.0,10040.0,120.0,0.0,47310535.0,49938883.0,39835641.0,1507882.0,1990142.0
2022-07-14,509.0,618.0,10161.0,108.0,0.0,47311044.0,49939501.0,39845802.0,1507882.0,1990250.0
2022-07-15,480.0,615.0,10573.0,145.0,0.0,47311524.0,49940116.0,39856375.0,1507882.0,1990395.0
2022-07-16,440.0,511.0,7188.0,124.0,0.0,47311964.0,49940627.0,39863563.0,1507882.0,1990519.0
2022-07-17,48.0,48.0,767.0,9.0,0.0,47312012.0,49940675.0,39864330.0,1507882.0,1990528.0
2022-07-18,436.0,492.0,9318.0,57.0,0.0,47312448.0,49941167.0,39873648.0,1507882.0,1990585.0
2022-07-19,551.0,557.0,10584.0,76.0,0.0,47312999.0,49941724.0,39884232.0,1507882.0,1990661.0
2022-07-20,487.0,556.0,11166.0,83.0,5.0,47313486.0,49942280.0,39895398.0,1507887.0,1990744.0
2022-07-21,548.0,612.0,11923.0,102.0,0.0,47314034.0,49942892.0,39907321.0,1507887.0,1990846.0
2022-07-22,470.0,553.0,11079.0,68.0,0.0,47314504.0,49943445.0,39918400.0,1507887.0,1990914.0
2022-07-23,304.0,371.0,6663.0,40.0,0.0,47314808.0,49943816.0,39925063.0,1507887.0,1990954.0
2022-07-24,28.0,75.0,830.0,8.0,0.0,47314836.0,49943891.0,39925893.0,1507887.0,1990962.0
2022-07-25,408.0,477.0,8897.0,60.0,0.0,47315244.0,49944368.0,39934790.0,1507887.0,1991022.0
2022-07-26,437.0,492.0,9397.0,40.0,0.0,47315681.0,49944860.0,39944187.0,1507887.0,1991062.0
2022-07-27,265.0,311.0,4808.0,20.0,0.0,47315946.0,49945171.0,39948995.0,1507887.0,1991082.0
2022-07-28,354.0,498.0,7350.0,104.0,0.0,47316300.0,49945669.0,39956345.0,1507887.0,1991186.0
2022-07-29,354.0,498.0,7350.0,104.0,0.0,47316654.0,49946167.0,39963695.0,1507887.0,1991290.0
2022-07-30,354.0,498.0,7350.0,104.0,0.0,47317008.0,49946665.0,39971045.0,1507887.0,1991394.0
2022-07-31,354.0,498.0,7350.0,104.0,0.0,47317362.0,49947163.0,39978395.0,1507887.0,1991498.0
2022-08-01,354.0,498.0,7350.0,104.0,0.0,47317716.0,49947661.0,39985745.0,1507887.0,1991602.0
2022-08-02,354.0,498.0,7350.0,104.0,0.0,47318070.0,49948159.0,39993095.0,1507887.0,1991706.0
2022-08-03,354.0,498.0,7350.0,104.0,0.0,47318424.0,49948657.0,40000445.0,1507887.0,1991810.0
2022-08-04,354.0,498.0,7350.0,104.0,0.0,47318778.0,49949155.0,40007795.0,1507887.0,1991914.0
2022-08-05,354.0,498.0,7350.0,104.0,0.0,47319132.0,49949653.0,40015145.0,1507887.0,1992018.0
2022-08-06,354.0,498.0,7350.0,104.0,0.0,47319486.0,49950151.0,40022495.0,1507887.0,1992122.0
2022-08-07,354.0,498.0,7350.0,104.0,0.0,47319840.0,49950649.0,40029845.0,1507887.0,1992226.0
2022-08-08,354.0,498.0,7350.0,104.0,0.0,47320194.0,49951147.0,40037195.0,1507887.0,1992330.0
2022-08-09,354.0,498.0,7350.0,104.0,0.0,47320548.0,49951645.0,40044545.0,1507887.0,1992434.0
2022-08-10,354.0,498.0,7350.0,104.0,0.0,47320902.0,49952143.0,40051895.0,1507887.0,1992538.0
2022-08-11,354.0,498.0,7350.0,104.0,0.0,47321256.0,49952641.0,40059245.0,1507887.0,1992642.0
2022-08-12,354.0,498.0,7350.0,104.0,0.0,47321610.0,49953139.0,40066595.0,1507887.0,1992746.0
2022-08-13,354.0,498.0,7350.0,104.0,0.0,47321964.0,49953637.0,40073945.0,1507887.0,1992850.0
2022-08-14,354.0,498.0,7350.0,104.0,0.0,47322318.0,49954135.0,40081295.0,1507887.0,1992954.0
2022-08-15,354.0,498.0,7350.0,104.0,0.0,47322672.0,49954633.0,40088645.0,1507887.0,1993058.0
2022-08-16,354.0,498.0,7350.0,104.0,0.0,47323026.0,49955131.0,40095995.0,1507887.0,1993162.0
2022-08-17,354.0,498.0,7350.0,104.0,0.0,47323380.0,49955629.0,40103345.0,1507887.0,1993266.0
2022-08-18,354.0,498.0,7350.0,104.0,0.0,47323734.0,49956127.0,40110695.0,1507887.0,1993370.0
2022-08-19,354.0,498.0,7350.0,104.0,0.0,47324088.0,49956625.0,40118045.0,1507887.0,1993474.0
2022-08-20,354.0,498.0,7350.0,104.0,0.0,47324442.0,49957123.0,40125395.0,1507887.0,1993578.0
2022-08-21,354.0,498.0,7350.0,104.0,0.0,47324796.0,49957621.0,40132745.0,1507887.0,1993682.0
2022-08-22,354.0,498.0,7350.0,104.0,0.0,47325150.0,49958119.0,40140095.0,1507887.0,1993786.0
2022-08-23,354.0,498.0,7350.0,104.0,0.0,47325504.0,49958617.0,40147445.0,1507887.0,1993890.0
2022-08-24,354.0,498.0,7350.0,104.0,0.0,47325858.0,49959115.0,40154795.0,1507887.0,1993994.0
2022-08-25,354.0,498.0,7350.0,104.0,0.0,47326212.0,49959613.0,40162145.0,1507887.0,1994098.0
2022-08-26,354.0,498.0,7350.0,104.0,0.0,47326566.0,49960111.0,40169495.0,1507887.0,1994202.0
2022-08-27,354.0,498.0,7350.0,104.0,0.0,47326920.0,49960609.0,40176845.0,1507887.0,1994306.0
2022-08-28,354.0,498.0,7350.0,104.0,0.0,47327274.0,49961107.0,40184195.0,1507887.0,1994410.0
2022-08-29,354.0,498.0,7350.0,104.0,0.0,47327628.0,49961605.0,40191545.0,1507887.0,1994514.0
2022-08-30,354.0,498.0,7350.0,104.0,0.0,47327982.0,49962103.0,40198895.0,1507887.0,1994618.0
2022-08-31,354.0,498.0,7350.0,104.0,0.0,47328336.0,49962601.0,40206245.0,1507887.0,1994722.0
2022-09-01,354.0,498.0,7350.0,104.0,0.0,47328690.0,49963099.0,40213595.0,1507887.0,1994826.0
2022-09-02,354.0,498.0,7350.0,104.0,0.0,47329044.0,49963597.0,40220945.0,1507887.0,1994930.0
2022-09-03,354.0,498.0,7350.0,104.0,0.0,47329398.0,49964095.0,40228295.0,1507887.0,1995034.0
2022-09-04,354.0,498.0,7350.0,104.0,0.0,47329752.0,49964593.0,40235645.0,1507887.0,1995138.0
2022-09-05,354.0,498.0,7350.0,104.0,0.0,47330106.0,49965091.0,40242995.0,1507887.0,1995242.0
2022-09-06,354.0,498.0,7350.0,104.0,0.0,47330460.0,49965589.0,40250345.0,1507887.0,1995346.0
2022-09-07,354.0,498.0,7350.0,104.0,0.0,47330814.0,49966087.0,40257695.0,1507887.0,1995450.0
2022-09-08,354.0,498.0,7350.0,104.0,0.0,47331168.0,49966585.0,40265045.0,1507887.0,1995554.0
2022-09-09,354.0,498.0,7350.0,104.0,0.0,47331522.0,49967083.0,40272395.0,1507887.0,1995658.0
2022-09-10,354.0,498.0,7350.0,104.0,0.0,47331876.0,49967581.0,40279745.0,1507887.0,1995762.0
2022-09-11,354.0,498.0,7350.0,104.0,0.0,47332230.0,49968079.0,40287095.0,1507887.0,1995866.0
2022-09-12,354.0,498.0,7350.0,104.0,0.0,47332584.0,49968577.0,40294445.0,1507887.0,1995970.0
2022-09-13,354.0,498.0,7350.0,104.0,0.0,47332938.0,49969075.0,40301795.0,1507887.0,1996074.0
2022-09-14,354.0,498.0,7350.0,104.0,0.0,47333292.0,49969573.0,40309145.0,1507887.0,1996178.0
2022-09-15,354.0,498.0,7350.0,104.0,0.0,47333646.0,49970071.0,40316495.0,1507887.0,1996282.0
2022-09-16,354.0,498.0,7350.0,104.0,0.0,47334000.0,49970569.0,40323845.0,1507887.0,1996386.0
2022-09-17,354.0,498.0,7350.0,104.0,0.0,47334354.0,49971067.0,40331195.0,1507887.0,1996490.0
2022-09-18,354.0,498.0,7350.0,104.0,0.0,47334708.0,49971565.0,40338545.0,1507887.0,1996594.0
2022-09-19,354.0,498.0,7350.0,104.0,0.0,47335062.0,49972063.0,40345895.0,1507887.0,1996698.0
2022-09-20,354.0,498.0,7350.0,104.0,0.0,47335416.0,49972561.0,40353245.0,1507887.0,1996802.0
2022-09-21,354.0,498.0,7350.0,104.0,0.0,47335770.0,49973059.0,40360595.0,1507887.0,1996906.0
2022-09-22,354.0,498.0,7350.0,104.0,0.0,47336124.0,49973557.0,40367945.0,1507887.0,1997010.0
2022-09-23,354.0,498.0,7350.0,104.0,0.0,47336478.0,49974055.0,40375295.0,1507887.0,1997114.0
2022-09-24,354.0,498.0,7350.0,104.0,0.0,47336832.0,49974553.0,40382645.0,1507887.0,1997218.0
2022-09-25,354.0,498.0,7350.0,104.0,0.0,47337186.0,49975051.0,40389995.0,1507887.0,1997322.0
2022-09-26,354.0,498.0,7350.0,104.0,0.0,47337540.0,49975549.0,40397345.0,1507887.0,1997426.0
2022-09-27,354.0,498.0,7350.0,104.0,0.0,47337894.0,49976047.0,40404695.0,1507887.0,1997530.0
2022-09-28,354.0,498.0,7350.0,104.0,0.0,47338248.0,49976545.0,40412045.0,1507887.0,1997634.0
2022-09-29,354.0,498.0,7350.0,104.0,0.0,47338602.0,49977043.0,40419395.0,1507887.0,1997738.0
2022-09-30,354.0,498.0,7350.0,104.0,0.0,47338956.0,49977541.0,40426745.0,1507887.0,1997842.0
2022-10-01,354.0,498.0,7350.0,104.0,0.0,47339310.0,49978039.0,40434095.0,1507887.0,1997946.0
2022-10-02,354.0,498.0,7350.0,104.0,0.0,47339664.0,49978537.0,40441445.0,1507887.0,1998050.0
2022-10-03,354.0,498.0,7350.0,104.0,0.0,47340018.0,49979035.0,40448795.0,1507887.0,1998154.0
2022-10-04,354.0,498.0,7350.0,104.0,0.0,47340372.0,49979533.0,40456145.0,1507887.0,1998258.0
2022-10-05,354.0,498.0,7350.0,104.0,0.0,47340726.0,49980031.0,40463495.0,1507887.0,1998362.0
2022-10-06,354.0,498.0,7350.0,104.0,0.0,47341080.0,49980529.0,40470845.0,1507887.0,1998466.0
2022-10-07,354.0,498.0,7350.0,104.0,0.0,47341434.0,49981027.0,40478195.0,1507887.0,1998570.0
2022-10-08,354.0,498.0,7350.0,104.0,0.0,47341788.0,49981525.0,40485545.0,1507887.0,1998674.0
2022-10-09,354.0,498.0,7350.0,104.0,0.0,47342142.0,49982023.0,40492895.0,1507887.0,1998778.0
2022-10-10,354.0,498.0,7350.0,104.0,0.0,47342496.0,49982521.0,40500245.0,1507887.0,1998882.0
2022-10-11,354.0,498.0,7350.0,104.0,0.0,47342850.0,49983019.0,40507595.0,1507887.0,1998986.0
2022-10-12,354.0,498.0,7350.0,104.0,0.0,47343204.0,49983517.0,40514945.0,1507887.0,1999090.0
2022-10-13,354.0,498.0,7350.0,104.0,0.0,47343558.0,49984015.0,40522295.0,1507887.0,1999194.0
2022-10-14,354.0,498.0,7350.0,104.0,0.0,47343912.0,49984513.0,40529645.0,1507887.0,1999298.0
2022-10-15,354.0,498.0,7350.0,104.0,0.0,47344266.0,49985011.0,40536995.0,1507887.0,1999402.0
2022-10-16,354.0,498.0,7350.0,104.0,0.0,47344620.0,49985509.0,40544345.0,1507887.0,1999506.0
2022-10-17,354.0,498.0,7350.0,104.0,0.0,47344974.0,49986007.0,40551695.0,1507887.0,1999610.0
2022-10-18,354.0,498.0,7350.0,104.0,0.0,47345328.0,49986505.0,40559045.0,1507887.0,1999714.0
2022-10-19,354.0,498.0,7350.0,104.0,0.0,47345682.0,49987003.0,40566395.0,1507887.0,1999818.0
2022-10-20,354.0,498.0,7350.0,104.0,0.0,47346036.0,49987501.0,40573745.0,1507887.0,1999922.0
2022-10-21,354.0,498.0,7350.0,104.0,0.0,47346390.0,49987999.0,40581095.0,1507887.0,2000026.0
2022-10-22,354.0,498.0,7350.0,104.0,0.0,47346744.0,49988497.0,40588445.0,1507887.0,2000130.0
2022-10-23,354.0,498.0,7350.0,104.0,0.0,47347098.0,49988995.0,40595795.0,1507887.0,2000234.0
2022-10-24,354.0,498.0,7350.0,104.0,0.0,47347452.0,49989493.0,40603145.0,1507887.0,2000338.0
2022-10-25,354.0,498.0,7350.0,104.0,0.0,47347806.0,49989991.0,40610495.0,1507887.0,2000442.0
2022-10-26,354.0,498.0,7350.0,104.0,0.0,47348160.0,49990489.0,40617845.0,1507887.0,2000546.0
2022-10-27,354.0,498.0,7350.0,104.0,0.0,47348514.0,49990987.0,40625195.0,1507887.0,2000650.0
2022-10-28,354.0,498.0,7350.0,104.0,0.0,47348868.0,49991485.0,40632545.0,1507887.0,2000754.0
2022-10-29,354.0,498.0,7350.0,104.0,0.0,47349222.0,49991983.0,40639895.0,1507887.0,2000858.0
2022-10-30,354.0,498.0,7350.0,104.0,0.0,47349576.0,49992481.0,40647245.0,1507887.0,2000962.0
2022-10-31,354.0,498.0,7350.0,104.0,0.0,47349930.0,49992979.0,40654595.0,1507887.0,2001066.0
2022-11-01,354.0,498.0,7350.0,104.0,0.0,47350284.0,49993477.0,40661945.0,1507887.0,2001170.0
2022-11-02,354.0,498.0,7350.0,104.0,0.0,47350638.0,49993975.0,40669295.0,1507887.0,2001274.0
2022-11-03,354.0,498.0,7350.0,104.0,0.0,47350992.0,49994473.0,40676645.0,1507887.0,2001378.0
2022-11-04,354.0,498.0,7350.0,104.0,0.0,47351346.0,49994971.0,40683995.0,1507887.0,2001482.0
2022-11-05,354.0,498.0,7350.0,104.0,0.0,47351700.0,49995469.0,40691345.0,1507887.0,2001586.0
2022-11-06,354.0,498.0,7350.0,104.0,0.0,47352054.0,49995967.0,40698695.0,1507887.0,2001690.0
2022-11-07,354.0,498.0,7350.0,104.0,0.0,47352408.0,49996465.0,40706045.0,1507887.0,2001794.0
2022-11-08,354.0,498.0,7350.0,104.0,0.0,47352762.0,49996963.0,40713395.0,1507887.0,2001898.0
2022-11-09,354.0,498.0,7350.0,104.0,0.0,47353116.0,49997461.0,40720745.0,1507887.0,2002002.0
2022-11-10,354.0,498.0,7350.0,104.0,0.0,47353470.0,49997959.0,40728095.0,1507887.0,2002106.0
2022-11-11,354.0,498.0,7350.0,104.0,0.0,47353824.0,49998457.0,40735445.0,1507887.0,2002210.0
2022-11-12,354.0,498.0,7350.0,104.0,0.0,47354178.0,49998955.0,40742795.0,1507887.0,2002314.0
2022-11-13,354.0,498.0,7350.0,104.0,0.0,47354532.0,49999453.0,40750145.0,1507887.0,2002418.0
2022-11-14,354.0,498.0,7350.0,104.0,0.0,47354886.0,49999951.0,40757495.0,1507887.0,2002522.0
2022-11-15,354.0,498.0,7350.0,104.0,0.0,47355240.0,50000449.0,40764845.0,1507887.0,2002626.0
2022-11-16,354.0,498.0,7350.0,104.0,0.0,47355594.0,50000947.0,40772195.0,1507887.0,2002730.0
2022-11-17,354.0,498.0,7350.0,104.0,0.0,47355948.0,50001445.0,40779545.0,1507887.0,2002834.0
2022-11-18,354.0,498.0,7350.0,104.0,0.0,47356302.0,50001943.0,40786895.0,1507887.0,2002938.0
2022-11-19,354.0,498.0,7350.0,104.0,0.0,47356656.0,50002441.0,40794245.0,1507887.0,2003042.0
2022-11-20,354.0,498.0,7350.0,104.0,0.0,47357010.0,50002939.0,40801595.0,1507887.0,2003146.0
2022-11-21,354.0,498.0,7350.0,104.0,0.0,47357364.0,50003437.0,40808945.0,1507887.0,2003250.0
2022-11-22,354.0,498.0,7350.0,104.0,0.0,47357718.0,50003935.0,40816295.0,1507887.0,2003354.0
2022-11-23,354.0,498.0,7350.0,104.0,0.0,47358072.0,50004433.0,40823645.0,1507887.0,2003458.0
2022-11-24,354.0,498.0,7350.0,104.0,0.0,47358426.0,50004931.0,40830995.0,1507887.0,2003562.0
2022-11-25,354.0,498.0,7350.0,104.0,0.0,47358780.0,50005429.0,40838345.0,1507887.0,2003666.0
2022-11-26,354.0,498.0,7350.0,104.0,0.0,47359134.0,50005927.0,40845695.0,1507887.0,2003770.0
2022-11-27,354.0,498.0,7350.0,104.0,0.0,47359488.0,50006425.0,40853045.0,1507887.0,2003874.0
2022-11-28,354.0,498.0,7350.0,104.0,0.0,47359842.0,50006923.0,40860395.0,1507887.0,2003978.0
2022-11-29,354.0,498.0,7350.0,104.0,0.0,47360196.0,50007421.0,40867745.0,1507887.0,2004082.0
2022-11-30,354.0,498.0,7350.0,104.0,0.0,47360550.0,50007919.0,40875095.0,1507887.0,2004186.0
2022-12-01,354.0,498.0,7350.0,104.0,0.0,47360904.0,50008417.0,40882445.0,1507887.0,2004290.0
2022-12-02,354.0,498.0,7350.0,104.0,0.0,47361258.0,50008915.0,40889795.0,1507887.0,2004394.0
2022-12-03,354.0,498.0,7350.0,104.0,0.0,47361612.0,50009413.0,40897145.0,1507887.0,2004498.0
2022-12-04,354.0,498.0,7350.0,104.0,0.0,47361966.0,50009911.0,40904495.0,1507887.0,2004602.0
2022-12-05,354.0,498.0,7350.0,104.0,0.0,47362320.0,50010409.0,40911845.0,1507887.0,2004706.0
2022-12-06,354.0,498.0,7350.0,104.0,0.0,47362674.0,50010907.0,40919195.0,1507887.0,2004810.0
2022-12-07,354.0,498.0,7350.0,104.0,0.0,47363028.0,50011405.0,40926545.0,1507887.0,2004914.0
2022-12-08,354.0,498.0,7350.0,104.0,0.0,47363382.0,50011903.0,40933895.0,1507887.0,2005018.0
2022-12-09,354.0,498.0,7350.0,104.0,0.0,47363736.0,50012401.0,40941245.0,1507887.0,2005122.0
2022-12-10,354.0,498.0,7350.0,104.0,0.0,47364090.0,50012899.0,40948595.0,1507887.0,2005226.0
2022-12-11,354.0,498.0,7350.0,104.0,0.0,47364444.0,50013397.0,40955945.0,1507887.0,2005330.0
2022-12-12,354.0,498.0,7350.0,104.0,0.0,47364798.0,50013895.0,40963295.0,1507887.0,2005434.0
2022-12-13,354.0,498.0,7350.0,104.0,0.0,47365152.0,50014393.0,40970645.0,1507887.0,2005538.0
2022-12-14,354.0,498.0,7350.0,104.0,0.0,47365506.0,50014891.0,40977995.0,1507887.0,2005642.0
2022-12-15,354.0,498.0,7350.0,104.0,0.0,47365860.0,50015389.0,40985345.0,1507887.0,2005746.0
2022-12-16,354.0,498.0,7350.0,104.0,0.0,47366214.0,50015887.0,40992695.0,1507887.0,2005850.0
2022-12-17,354.0,498.0,7350.0,104.0,0.0,47366568.0,50016385.0,41000045.0,1507887.0,2005954.0
2022-12-18,354.0,498.0,7350.0,104.0,0.0,47366922.0,50016883.0,41007395.0,1507887.0,2006058.0
2022-12-19,354.0,498.0,7350.0,104.0,0.0,47367276.0,50017381.0,41014745.0,1507887.0,2006162.0
2022-12-20,354.0,498.0,7350.0,104.0,0.0,47367630.0,50017879.0,41022095.0,1507887.0,2006266.0
2022-12-21,354.0,498.0,7350.0,104.0,0.0,47367984.0,50018377.0,41029445.0,1507887.0,2006370.0
2022-12-22,354.0,498.0,7350.0,104.0,0.0,47368338.0,50018875.0,41036795.0,1507887.0,2006474.0
2022-12-23,354.0,498.0,7350.0,104.0,0.0,47368692.0,50019373.0,41044145.0,1507887.0,2006578.0
2022-12-24,354.0,498.0,7350.0,104.0,0.0,47369046.0,50019871.0,41051495.0,1507887.0,2006682.0
2022-12-25,354.0,498.0,7350.0,104.0,0.0,47369400.0,50020369.0,41058845.0,1507887.0,2006786.0
2022-12-26,354.0,498.0,7350.0,104.0,0.0,47369754.0,50020867.0,41066195.0,1507887.0,2006890.0
2022-12-27,354.0,498.0,7350.0,104.0,0.0,47370108.0,50021365.0,41073545.0,1507887.0,2006994.0
2022-12-28,354.0,498.0,7350.0,104.0,0.0,47370462.0,50021863.0,41080895.0,1507887.0,2007098.0
2022-12-29,354.0,498.0,7350.0,104.0,0.0,47370816.0,50022361.0,41088245.0,1507887.0,2007202.0
2022-12-30,354.0,498.0,7350.0,104.0,0.0,47371170.0,50022859.0,41095595.0,1507887.0,2007306.0
2022-12-31,354.0,498.0,7350.0,104.0,0.0,47371524.0,50023357.0,41102945.0,1507887.0,2007410.0
2023-01-01,354.0,498.0,7350.0,104.0,0.0,47371878.0,50023855.0,41110295.0,1507887.0,2007514.0
2023-01-02,354.0,498.0,7350.0,104.0,0.0,47372232.0,50024353.0,41117645.0,1507887.0,2007618.0
2023-01-03,354.0,498.0,7350.0,104.0,0.0,47372586.0,50024851.0,41124995.0,1507887.0,2007722.0
2023-01-04,354.0,498.0,7350.0,104.0,0.0,47372940.0,50025349.0,41132345.0,1507887.0,2007826.0
2023-01-05,354.0,498.0,7350.0,104.0,0.0,47373294.0,50025847.0,41139695.0,1507887.0,2007930.0
2023-01-06,354.0,498.0,7350.0,104.0,0.0,47373648.0,50026345.0,41147045.0,1507887.0,2008034.0
2023-01-07,354.0,498.0,7350.0,104.0,0.0,47374002.0,50026843.0,41154395.0,1507887.0,2008138.0
2023-01-08,354.0,498.0,7350.0,104.0,0.0,47374356.0,50027341.0,41161745.0,1507887.0,2008242.0
2023-01-09,354.0,498.0,7350.0,104.0,0.0,47374710.0,50027839.0,41169095.0,1507887.0,2008346.0
2023-01-10,354.0,498.0,7350.0,104.0,0.0,47375064.0,50028337.0,41176445.0,1507887.0,2008450.0
2023-01-11,354.0,498.0,7350.0,104.0,0.0,47375418.0,50028835.0,41183795.0,1507887.0,2008554.0
2023-01-12,354.0,498.0,7350.0,104.0,0.0,47375772.0,50029333.0,41191145.0,1507887.0,2008658.0
2023-01-13,354.0,498.0,7350.0,104.0,0.0,47376126.0,50029831.0,41198495.0,1507887.0,2008762.0
2023-01-14,354.0,498.0,7350.0,104.0,0.0,47376480.0,50030329.0,41205845.0,1507887.0,2008866.0
2023-01-15,354.0,498.0,7350.0,104.0,0.0,47376834.0,50030827.0,41213195.0,1507887.0,2008970.0
2023-01-16,354.0,498.0,7350.0,104.0,0.0,47377188.0,50031325.0,41220545.0,1507887.0,2009074.0
2023-01-17,354.0,498.0,7350.0,104.0,0.0,47377542.0,50031823.0,41227895.0,1507887.0,2009178.0
2023-01-18,354.0,498.0,7350.0,104.0,0.0,47377896.0,50032321.0,41235245.0,1507887.0,2009282.0
2023-01-19,354.0,498.0,7350.0,104.0,0.0,47378250.0,50032819.0,41242595.0,1507887.0,2009386.0
2023-01-20,354.0,498.0,7350.0,104.0,0.0,47378604.0,50033317.0,41249945.0,1507887.0,2009490.0
2023-01-21,354.0,498.0,7350.0,104.0,0.0,47378958.0,50033815.0,41257295.0,1507887.0,2009594.0
2023-01-22,354.0,498.0,7350.0,104.0,0.0,47379312.0,50034313.0,41264645.0,1507887.0,2009698.0
2023-01-23,354.0,498.0,7350.0,104.0,0.0,47379666.0,50034811.0,41271995.0,1507887.0,2009802.0
2023-01-24,354.0,498.0,7350.0,104.0,0.0,47380020.0,50035309.0,41279345.0,1507887.0,2009906.0
2023-01-25,354.0,498.0,7350.0,104.0,0.0,47380374.0,50035807.0,41286695.0,1507887.0,2010010.0
2023-01-26,354.0,498.0,7350.0,104.0,0.0,47380728.0,50036305.0,41294045.0,1507887.0,2010114.0
2023-01-27,354.0,498.0,7350.0,104.0,0.0,47381082.0,50036803.0,41301395.0,1507887.0,2010218.0
2023-01-28,354.0,498.0,7350.0,104.0,0.0,47381436.0,50037301.0,41308745.0,1507887.0,2010322.0
