data,prima_dose,seconda_dose,terza_dose,pregressa_infezione,mono_dose,prima_dose_tot,seconda_dose_tot,terza_dose_tot,mono_dose_tot,pregressa_infezione_tot
2021-10-15,70621.0,93575.0,55603.0,5634.0,717.0,43114153.0,43786939.0,609570.0,1493973.0,1598720.0
2021-10-16,51703.0,82950.0,36768.0,4998.0,644.0,43165856.0,43869889.0,646338.0,1494617.0,1603718.0
2021-10-17,28804.0,51456.0,23818.0,2498.0,412.0,43194660.0,43921345.0,670156.0,1495029.0,1606216.0
2021-10-18,47644.0,90278.0,59467.0,4231.0,345.0,43242304.0,44011623.0,729623.0,1495374.0,1610447.0
2021-10-19,38654.0,78333.0,69360.0,3768.0,381.0,43280958.0,44089956.0,798983.0,1495755.0,1614215.0
2021-10-20,34975.0,75072.0,78140.0,3694.0,274.0,43315933.0,44165028.0,877123.0,1496029.0,1617909.0
2021-10-21,31919.0,78303.0,81732.0,3612.0,350.0,43347852.0,44243331.0,958855.0,1496379.0,1621521.0
2021-10-22,29917.0,73795.0,77005.0,3843.0,488.0,43377769.0,44317126.0,1035860.0,1496867.0,1625364.0
2021-10-23,21050.0,60809.0,51945.0,2986.0,210.0,43398819.0,44377935.0,1087805.0,1497077.0,1628350.0
2021-10-24,10837.0,33387.0,23436.0,1403.0,165.0,43409656.0,44411322.0,1111241.0,1497242.0,1629753.0
2021-10-25,23662.0,64899.0,81614.0,3065.0,216.0,43433318.0,44476221.0,1192855.0,1497458.0,1632818.0
2021-10-26,21479.0,58368.0,91765.0,2697.0,211.0,43454797.0,44534589.0,1284620.0,1497669.0,1635515.0
2021-10-27,21225.0,58326.0,103946.0,2587.0,228.0,43476022.0,44592915.0,1388566.0,1497897.0,1638102.0
2021-10-28,20305.0,61459.0,114089.0,2639.0,132.0,43496327.0,44654374.0,1502655.0,1498029.0,1640741.0
2021-10-29,18703.0,61667.0,103089.0,2373.0,125.0,43515030.0,44716041.0,1605744.0,1498154.0,1643114.0
2021-10-30,15548.0,50672.0,68104.0,2283.0,115.0,43530578.0,44766713.0,1673848.0,1498269.0,1645397.0
2021-10-31,7447.0,25168.0,28280.0,1074.0,48.0,43538025.0,44791881.0,1702128.0,1498317.0,1646471.0
2021-11-01,5507.0,19046.0,28145.0,691.0,26.0,43543532.0,44810927.0,1730273.0,1498343.0,1647162.0
2021-11-02,16467.0,62778.0,89349.0,1926.0,81.0,43559999.0,44873705.0,1819622.0,1498424.0,1649088.0
2021-11-03,16928.0,60731.0,118649.0,2089.0,104.0,43576927.0,44934436.0,1938271.0,1498528.0,1651177.0
2021-11-04,17550.0,59245.0,126642.0,2060.0,72.0,43594477.0,44993681.0,2064913.0,1498600.0,1653237.0
2021-11-05,18172.0,63101.0,135154.0,1916.0,219.0,43612649.0,45056782.0,2200067.0,1498819.0,1655153.0
2021-11-06,15648.0,46470.0,90918.0,1834.0,84.0,43628297.0,45103252.0,2290985.0,1498903.0,1656987.0
2021-11-07,7092.0,22253.0,37889.0,806.0,13.0,43635389.0,45125505.0,2328874.0,1498916.0,1657793.0
2021-11-08,18375.0,51526.0,131247.0,1915.0,95.0,43653764.0,45177031.0,2460121.0,1499011.0,1659708.0
2021-11-09,17853.0,45401.0,144177.0,1597.0,74.0,43671617.0,45222432.0,2604298.0,1499085.0,1661305.0
2021-11-10,18729.0,42573.0,156340.0,1533.0,54.0,43690346.0,45265005.0,2760638.0,1499139.0,1662838.0
2021-11-11,18915.0,44932.0,155123.0,1605.0,64.0,43709261.0,45309937.0,2915761.0,1499203.0,1664443.0
2021-11-12,18899.0,46368.0,158551.0,1432.0,84.0,43728160.0,45356305.0,3074312.0,1499287.0,1665875.0
2021-11-13,17353.0,33252.0,116639.0,1477.0,78.0,43745513.0,45389557.0,3190951.0,1499365.0,1667352.0
2021-11-14,7263.0,14475.0,52445.0,547.0,42.0,43752776.0,45404032.0,3243396.0,1499407.0,1667899.0
2021-11-15,18033.0,36892.0,157410.0,1446.0,52.0,43770809.0,45440924.0,3400806.0,1499459.0,1669345.0
2021-11-16,17749.0,30539.0,171363.0,1307.0,96.0,43788558.0,45471463.0,3572169.0,1499555.0,1670652.0
2021-11-17,17782.0,28437.0,178425.0,1231.0,74.0,43806340.0,45499900.0,3750594.0,1499629.0,1671883.0
2021-11-18,20267.0,30273.0,193699.0,1200.0,71.0,43826607.0,45530173.0,3944293.0,1499700.0,1673083.0
2021-11-19,20054.0,28788.0,205833.0,1292.0,53.0,43846661.0,45558961.0,4150126.0,1499753.0,1674375.0
2021-11-20,17443.0,20981.0,156432.0,1147.0,65.0,43864104.0,45579942.0,4306558.0,1499818.0,1675522.0
2021-11-21,8456.0,10603.0,64851.0,511.0,42.0,43872560.0,45590545.0,4371409.0,1499860.0,1676033.0
2021-11-22,21206.0,21924.0,213134.0,1300.0,71.0,43893766.0,45612469.0,4584543.0,1499931.0,1677333.0
2021-11-23,20659.0,23552.0,241732.0,1124.0,110.0,43914425.0,45636021.0,4826275.0,1500041.0,1678457.0
2021-11-24,20982.0,27818.0,270933.0,1230.0,139.0,43935407.0,45663839.0,5097208.0,1500180.0,1679687.0
2021-11-25,25894.0,23211.0,301892.0,1433.0,96.0,43961301.0,45687050.0,5399100.0,1500276.0,1681120.0
2021-11-26,27987.0,24555.0,318253.0,1588.0,126.0,43989288.0,45711605.0,5717353.0,1500402.0,1682708.0
2021-11-27,28046.0,21361.0,266143.0,1692.0,104.0,44017334.0,45732966.0,5983496.0,1500506.0,1684400.0
2021-11-28,14537.0,9886.0,137052.0,812.0,66.0,44031871.0,45742852.0,6120548.0,1500572.0,1685212.0
2021-11-29,31900.0,22301.0,326052.0,1997.0,82.0,44063771.0,45765153.0,6446600.0,1500654.0,1687209.0
2021-11-30,31036.0,23062.0,365811.0,2005.0,125.0,44094807.0,45788215.0,6812411.0,1500779.0,1689214.0
2021-12-01,30289.0,21498.0,413489.0,2072.0,107.0,44125096.0,45809713.0,7225900.0,1500886.0,1691286.0
2021-12-02,31197.0,23736.0,440378.0,2363.0,101.0,44156293.0,45833449.0,7666278.0,1500987.0,1693649.0
2021-12-03,32358.0,25197.0,467437.0,2610.0,108.0,44188651.0,45858646.0,8133715.0,1501095.0,1696259.0
2021-12-04,30046.0,22330.0,418718.0,2413.0,165.0,44218697.0,45880976.0,8552433.0,1501260.0,1698672.0
2021-12-05,21525.0,11899.0,261327.0,1757.0,76.0,44240222.0,45892875.0,8813760.0,1501336.0,1700429.0
2021-12-06,41268.0,25785.0,457554.0,3383.0,117.0,44281490.0,45918660.0,9271314.0,1501453.0,1703812.0
2021-12-07,39633.0,24093.0,480236.0,3248.0,174.0,44321123.0,45942753.0,9751550.0,1501627.0,1707060.0
2021-12-08,21904.0,9978.0,249674.0,1891.0,90.0,44343027.0,45952731.0,10001224.0,1501717.0,1708951.0
2021-12-09,35056.0,31531.0,491904.0,3499.0,116.0,44378083.0,45984262.0,10493128.0,1501833.0,1712450.0
2021-12-10,33007.0,28017.0,517851.0,3338.0,134.0,44411090.0,46012279.0,11010979.0,1501967.0,1715788.0
2021-12-11,29072.0,23522.0,459232.0,3027.0,111.0,44440162.0,46035801.0,11470211.0,1502078.0,1718815.0
2021-12-12,19404.0,12282.0,293487.0,1928.0,70.0,44459566.0,46048083.0,11763698.0,1502148.0,1720743.0
2021-12-13,29708.0,26114.0,467609.0,3302.0,110.0,44489274.0,46074197.0,12231307.0,1502258.0,1724045.0
2021-12-14,29683.0,25132.0,494179.0,3228.0,137.0,44518957.0,46099329.0,12725486.0,1502395.0,1727273.0
2021-12-15,28038.0,25288.0,517118.0,3167.0,98.0,44546995.0,46124617.0,13242604.0,1502493.0,1730440.0
2021-12-16,42199.0,27832.0,520220.0,3841.0,132.0,44589194.0,46152449.0,13762824.0,1502625.0,1734281.0
2021-12-17,37813.0,29298.0,517147.0,3314.0,78.0,44627007.0,46181747.0,14279971.0,1502703.0,1737595.0
2021-12-18,49323.0,26982.0,468701.0,3624.0,88.0,44676330.0,46208729.0,14748672.0,1502791.0,1741219.0
2021-12-19,35129.0,15112.0,300509.0,2714.0,48.0,44711459.0,46223841.0,15049181.0,1502839.0,1743933.0
2021-12-20,38247.0,30564.0,477457.0,3425.0,106.0,44749706.0,46254405.0,15526638.0,1502945.0,1747358.0
2021-12-21,37730.0,30308.0,493362.0,3279.0,129.0,44787436.0,46284713.0,16020000.0,1503074.0,1750637.0
2021-12-22,38728.0,29388.0,484684.0,3299.0,151.0,44826164.0,46314101.0,16504684.0,1503225.0,1753936.0
2021-12-23,39377.0,28178.0,426886.0,3303.0,94.0,44865541.0,46342279.0,16931570.0,1503319.0,1757239.0
2021-12-24,13889.0,13094.0,210812.0,1267.0,51.0,44879430.0,46355373.0,17142382.0,1503370.0,1758506.0
2021-12-25,1498.0,2101.0,33052.0,124.0,13.0,44880928.0,46357474.0,17175434.0,1503383.0,1758630.0
2021-12-26,15756.0,8740.0,159060.0,1231.0,26.0,44896684.0,46366214.0,17334494.0,1503409.0,1759861.0
2021-12-27,45787.0,46700.0,504638.0,4400.0,65.0,44942471.0,46412914.0,17839132.0,1503474.0,1764261.0
2021-12-28,54990.0,42371.0,554181.0,5082.0,67.0,44997461.0,46455285.0,18393313.0,1503541.0,1769343.0
2021-12-29,56075.0,34230.0,550631.0,4987.0,45.0,45053536.0,46489515.0,18943944.0,1503586.0,1774330.0
2021-12-30,51222.0,31739.0,499803.0,4619.0,95.0,45104758.0,46521254.0,19443747.0,1503681.0,1778949.0
2021-12-31,19530.0,14076.0,247390.0,1884.0,285.0,45124288.0,46535330.0,19691137.0,1503966.0,1780833.0
2022-01-01,4873.0,3483.0,64811.0,478.0,27.0,45129161.0,46538813.0,19755948.0,1503993.0,1781311.0
2022-01-02,39928.0,22691.0,276715.0,3858.0,80.0,45169089.0,46561504.0,20032663.0,1504073.0,1785169.0
2022-01-03,59703.0,47685.0,520001.0,6196.0,114.0,45228792.0,46609189.0,20552664.0,1504187.0,1791365.0
2022-01-04,70213.0,46185.0,572059.0,6804.0,135.0,45299005.0,46655374.0,21124723.0,1504322.0,1798169.0
2022-01-05,65729.0,40585.0,560372.0,6567.0,63.0,45364734.0,46695959.0,21685095.0,1504385.0,1804736.0
2022-01-06,42756.0,23379.0,274476.0,3754.0,92.0,45407490.0,46719338.0,21959571.0,1504477.0,1808490.0
2022-01-07,69888.0,63489.0,554168.0,6693.0,107.0,45477378.0,46782827.0,22513739.0,1504584.0,1815183.0
2022-01-08,77070.0,60640.0,503363.0,6816.0,176.0,45554448.0,46843467.0,23017102.0,1504760.0,1821999.0
2022-01-09,58920.0,42662.0,319681.0,5113.0,148.0,45613368.0,46886129.0,23336783.0,1504908.0,1827112.0
2022-01-10,64987.0,60892.0,542260.0,5735.0,138.0,45678355.0,46947021.0,23879043.0,1505046.0,1832847.0
2022-01-11,76168.0,61486.0,586967.0,6320.0,135.0,45754523.0,47008507.0,24466010.0,1505181.0,1839167.0
2022-01-12,73572.0,58232.0,581266.0,6083.0,129.0,45828095.0,47066739.0,25047276.0,1505310.0,1845250.0
2022-01-13,68771.0,58374.0,580361.0,5655.0,89.0,45896866.0,47125113.0,25627637.0,1505399.0,1850905.0
2022-01-14,72350.0,46563.0,588551.0,5754.0,137.0,45969216.0,47171676.0,26216188.0,1505536.0,1856659.0
2022-01-15,91388.0,39096.0,569923.0,6846.0,103.0,46060604.0,47210772.0,26786111.0,1505639.0,1863505.0
2022-01-16,61332.0,31017.0,341846.0,4479.0,86.0,46121936.0,47241789.0,27127957.0,1505725.0,1867984.0
2022-01-17,54461.0,54606.0,489640.0,4275.0,95.0,46176397.0,47296395.0,27617597.0,1505820.0,1872259.0
2022-01-18,55022.0,58219.0,517000.0,4238.0,187.0,46231419.0,47354614.0,28134597.0,1506007.0,1876497.0
2022-01-19,50741.0,57037.0,502767.0,4103.0,54.0,46282160.0,47411651.0,28637364.0,1506061.0,1880600.0
2022-01-20,50275.0,54186.0,498798.0,3877.0,97.0,46332435.0,47465837.0,29136162.0,1506158.0,1884477.0
2022-01-21,50446.0,41902.0,493852.0,3924.0,95.0,46382881.0,47507739.0,29630014.0,1506253.0,1888401.0
2022-01-22,65419.0,30990.0,469583.0,4672.0,79.0,46448300.0,47538729.0,30099597.0,1506332.0,1893073.0
2022-01-23,38109.0,34802.0,275360.0,2572.0,61.0,46486409.0,47573531.0,30374957.0,1506393.0,1895645.0
2022-01-24,37412.0,56068.0,437200.0,3059.0,50.0,46523821.0,47629599.0,30812157.0,1506443.0,1898704.0
2022-01-25,37904.0,61425.0,452079.0,3032.0,101.0,46561725.0,47691024.0,31264236.0,1506544.0,1901736.0
2022-01-26,36712.0,58427.0,435804.0,2913.0,67.0,46598437.0,47749451.0,31700040.0,1506611.0,1904649.0
2022-01-27,37104.0,48739.0,432345.0,2905.0,73.0,46635541.0,47798190.0,32132385.0,1506684.0,1907554.0
2022-01-28,37511.0,58543.0,436517.0,2955.0,80.0,46673052.0,47856733.0,32568902.0,1506764.0,1910509.0
2022-01-29,47883.0,67974.0,412470.0,3383.0,67.0,46720935.0,47924707.0,32981372.0,1506831.0,1913892.0
2022-01-30,34218.0,50285.0,235960.0,2213.0,60.0,46755153.0,47974992.0,33217332.0,1506891.0,1916105.0
2022-01-31,33791.0,60471.0,356914.0,2812.0,93.0,46788944.0,48035463.0,33574246.0,1506984.0,1918917.0
2022-02-01,31035.0,65419.0,328419.0,2497.0,66.0,46819979.0,48100882.0,33902665.0,1507050.0,1921414.0
2022-02-02,27650.0,63071.0,296949.0,2357.0,25.0,46847629.0,48163953.0,34199614.0,1507075.0,1923771.0
2022-02-03,26145.0,59954.0,274506.0,2168.0,57.0,46873774.0,48223907.0,34474120.0,1507132.0,1925939.0
2022-02-04,26815.0,72266.0,268434.0,2237.0,24.0,46900589.0,48296173.0,34742554.0,1507156.0,1928176.0
2022-02-05,33395.0,83661.0,248519.0,2575.0,60.0,46933984.0,48379834.0,34991073.0,1507216.0,1930751.0
2022-02-06,19245.0,55216.0,116191.0,1384.0,16.0,46953229.0,48435050.0,35107264.0,1507232.0,1932135.0
2022-02-07,18994.0,65064.0,199924.0,1770.0,28.0,46972223.0,48500114.0,35307188.0,1507260.0,1933905.0
2022-02-08,19957.0,66858.0,186099.0,1766.0,77.0,46992180.0,48566972.0,35493287.0,1507337.0,1935671.0
2022-02-09,17914.0,58685.0,166325.0,1643.0,26.0,47010094.0,48625657.0,35659612.0,1507363.0,1937314.0
2022-02-10,16599.0,58479.0,163227.0,1573.0,42.0,47026693.0,48684136.0,35822839.0,1507405.0,1938887.0
2022-02-11,16765.0,62157.0,162445.0,1584.0,44.0,47043458.0,48746293.0,35985284.0,1507449.0,1940471.0
2022-02-12,18969.0,71908.0,152132.0,1723.0,37.0,47062427.0,48818201.0,36137416.0,1507486.0,1942194.0
2022-02-13,9150.0,41438.0,68848.0,920.0,21.0,47071577.0,48859639.0,36206264.0,1507507.0,1943114.0
2022-02-14,9863.0,46624.0,116178.0,1136.0,12.0,47081440.0,48906263.0,36322442.0,1507519.0,1944250.0
2022-02-15,11459.0,48462.0,123477.0,1392.0,34.0,47092899.0,48954725.0,36445919.0,1507553.0,1945642.0
2022-02-16,9527.0,45624.0,106105.0,1086.0,23.0,47102426.0,49000349.0,36552024.0,1507576.0,1946728.0
2022-02-17,8428.0,42824.0,98095.0,999.0,18.0,47110854.0,49043173.0,36650119.0,1507594.0,1947727.0
2022-02-18,9089.0,46563.0,112564.0,1193.0,28.0,47119943.0,49089736.0,36762683.0,1507622.0,1948920.0
2022-02-19,9442.0,52490.0,100324.0,1224.0,11.0,47129385.0,49142226.0,36863007.0,1507633.0,1950144.0
2022-02-20,3731.0,31399.0,40358.0,559.0,3.0,47133116.0,49173625.0,36903365.0,1507636.0,1950703.0
2022-02-21,5865.0,37869.0,89637.0,880.0,11.0,47138981.0,49211494.0,36993002.0,1507647.0,1951583.0
2022-02-22,6081.0,37177.0,83764.0,875.0,38.0,47145062.0,49248671.0,37076766.0,1507685.0,1952458.0
2022-02-23,5741.0,33358.0,79400.0,821.0,11.0,47150803.0,49282029.0,37156166.0,1507696.0,1953279.0
2022-02-24,5718.0,32533.0,78157.0,775.0,9.0,47156521.0,49314562.0,37234323.0,1507705.0,1954054.0
2022-02-25,5206.0,34727.0,90700.0,790.0,7.0,47161727.0,49349289.0,37325023.0,1507712.0,1954844.0
2022-02-26,5132.0,39128.0,89130.0,917.0,11.0,47166859.0,49388417.0,37414153.0,1507723.0,1955761.0
2022-02-27,2093.0,22535.0,35855.0,400.0,7.0,47168952.0,49410952.0,37450008.0,1507730.0,1956161.0
2022-02-28,4765.0,28447.0,81688.0,753.0,3.0,47173717.0,49439399.0,37531696.0,1507733.0,1956914.0
2022-03-01,5638.0,22672.0,53932.0,659.0,0.0,47179355.0,49462071.0,37585628.0,1507733.0,1957573.0
2022-03-02,4558.0,21975.0,50625.0,591.0,4.0,47183913.0,49484046.0,37636253.0,1507737.0,1958164.0
2022-03-03,5231.0,22577.0,54936.0,658.0,2.0,47189144.0,49506623.0,37691189.0,1507739.0,1958822.0
2022-03-04,4442.0,23199.0,62788.0,660.0,3.0,47193586.0,49529822.0,37753977.0,1507742.0,1959482.0
2022-03-05,4524.0,23762.0,57949.0,672.0,3.0,47198110.0,49553584.0,37811926.0,1507745.0,1960154.0
2022-03-06,1457.0,9467.0,17199.0,243.0,5.0,47199567.0,49563051.0,37829125.0,1507750.0,1960397.0
2022-03-07,3426.0,15883.0,51386.0,457.0,2.0,47202993.0,49578934.0,37880511.0,1507752.0,1960854.0
2022-03-08,3579.0,15433.0,48795.0,477.0,4.0,47206572.0,49594367.0,37929306.0,1507756.0,1961331.0
2022-03-09,3171.0,13784.0,46510.0,388.0,1.0,47209743.0,49608151.0,37975816.0,1507757.0,1961719.0
2022-03-10,3632.0,14012.0,52113.0,440.0,0.0,47213375.0,49622163.0,38027929.0,1507757.0,1962159.0
2022-03-11,3692.0,15544.0,57244.0,529.0,12.0,47217067.0,49637707.0,38085173.0,1507769.0,1962688.0
2022-03-12,3520.0,15476.0,56612.0,581.0,0.0,47220587.0,49653183.0,38141785.0,1507769.0,1963269.0
2022-03-13,1208.0,5539.0,16848.0,174.0,0.0,47221795.0,49658722.0,38158633.0,1507769.0,1963443.0
2022-03-14,3068.0,10510.0,46690.0,350.0,2.0,47224863.0,49669232.0,38205323.0,1507771.0,1963793.0
2022-03-15,3151.0,10516.0,46891.0,374.0,4.0,47228014.0,49679748.0,38252214.0,1507775.0,1964167.0
2022-03-16,2998.0,9459.0,41975.0,295.0,0.0,47231012.0,49689207.0,38294189.0,1507775.0,1964462.0
2022-03-17,3099.0,9689.0,44872.0,310.0,0.0,47234111.0,49698896.0,38339061.0,1507775.0,1964772.0
2022-03-18,3000.0,10143.0,49044.0,304.0,2.0,47237111.0,49709039.0,38388105.0,1507777.0,1965076.0
2022-03-19,2855.0,9135.0,46530.0,426.0,2.0,47239966.0,49718174.0,38434635.0,1507779.0,1965502.0
2022-03-20,778.0,2603.0,11699.0,111.0,0.0,47240744.0,49720777.0,38446334.0,1507779.0,1965613.0
2022-03-21,2277.0,7563.0,40216.0,252.0,1.0,47243021.0,49728340.0,38486550.0,1507780.0,1965865.0
2022-03-22,2183.0,8427.0,37743.0,222.0,1.0,47245204.0,49736767.0,38524293.0,1507781.0,1966087.0
2022-03-23,2129.0,7196.0,33695.0,229.0,1.0,47247333.0,49743963.0,38557988.0,1507782.0,1966316.0
2022-03-24,2306.0,8239.0,38789.0,294.0,0.0,47249639.0,49752202.0,38596777.0,1507782.0,1966610.0
2022-03-25,2159.0,8109.0,43659.0,304.0,0.0,47251798.0,49760311.0,38640436.0,1507782.0,1966914.0
2022-03-26,2318.0,8114.0,41717.0,464.0,0.0,47254116.0,49768425.0,38682153.0,1507782.0,1967378.0
2022-03-27,694.0,2424.0,9683.0,102.0,0.0,47254810.0,49770849.0,38691836.0,1507782.0,1967480.0
2022-03-28,1691.0,6093.0,35227.0,196.0,0.0,47256501.0,49776942.0,38727063.0,1507782.0,1967676.0
2022-03-29,1764.0,5769.0,32522.0,212.0,0.0,47258265.0,49782711.0,38759585.0,1507782.0,1967888.0
2022-03-30,1715.0,5549.0,30193.0,226.0,0.0,47259980.0,49788260.0,38789778.0,1507782.0,1968114.0
2022-03-31,1731.0,5874.0,33166.0,250.0,0.0,47261711.0,49794134.0,38822944.0,1507782.0,1968364.0
2022-04-01,1211.0,4338.0,25177.0,196.0,0.0,47262922.0,49798472.0,38848121.0,1507782.0,1968560.0
2022-04-02,1281.0,4485.0,23269.0,323.0,0.0,47264203.0,49802957.0,38871390.0,1507782.0,1968883.0
2022-04-03,316.0,1045.0,4499.0,99.0,0.0,47264519.0,49804002.0,38875889.0,1507782.0,1968982.0
2022-04-04,945.0,3647.0,21532.0,142.0,0.0,47265464.0,49807649.0,38897421.0,1507782.0,1969124.0
2022-04-05,1094.0,3743.0,22922.0,182.0,1.0,47266558.0,49811392.0,38920343.0,1507783.0,1969306.0
2022-04-06,1153.0,4091.0,21835.0,205.0,1.0,47267711.0,49815483.0,38942178.0,1507784.0,1969511.0
2022-04-07,1179.0,3947.0,23317.0,187.0,0.0,47268890.0,49819430.0,38965495.0,1507784.0,1969698.0
2022-04-08,1246.0,4679.0,26707.0,274.0,5.0,47270136.0,49824109.0,38992202.0,1507789.0,1969972.0
2022-04-09,1169.0,4372.0,23879.0,367.0,0.0,47271305.0,49828481.0,39016081.0,1507789.0,1970339.0
2022-04-10,285.0,891.0,4614.0,121.0,0.0,47271590.0,49829372.0,39020695.0,1507789.0,1970460.0
2022-04-11,1044.0,3797.0,22681.0,244.0,1.0,47272634.0,49833169.0,39043376.0,1507790.0,1970704.0
2022-04-12,1032.0,3350.0,21774.0,212.0,0.0,47273666.0,49836519.0,39065150.0,1507790.0,1970916.0
2022-04-13,1126.0,3553.0,21334.0,247.0,3.0,47274792.0,49840072.0,39086484.0,1507793.0,1971163.0
2022-04-14,1200.0,3475.0,23771.0,286.0,0.0,47275992.0,49843547.0,39110255.0,1507793.0,1971449.0
2022-04-15,934.0,3075.0,20613.0,234.0,1.0,47276926.0,49846622.0,39130868.0,1507794.0,1971683.0
2022-04-16,584.0,2145.0,11920.0,220.0,0.0,47277510.0,49848767.0,39142788.0,1507794.0,1971903.0
2022-04-17,34.0,63.0,348.0,5.0,0.0,47277544.0,49848830.0,39143136.0,1507794.0,1971908.0
2022-04-18,37.0,148.0,650.0,11.0,0.0,47277581.0,49848978.0,39143786.0,1507794.0,1971919.0
2022-04-19,997.0,3479.0,21976.0,285.0,2.0,47278578.0,49852457.0,39165762.0,1507796.0,1972204.0
2022-04-20,1011.0,3490.0,20249.0,257.0,0.0,47279589.0,49855947.0,39186011.0,1507796.0,1972461.0
2022-04-21,986.0,2832.0,19774.0,228.0,0.0,47280575.0,49858779.0,39205785.0,1507796.0,1972689.0
2022-04-22,1000.0,2910.0,20694.0,282.0,0.0,47281575.0,49861689.0,39226479.0,1507796.0,1972971.0
2022-04-23,836.0,2633.0,16204.0,350.0,0.0,47282411.0,49864322.0,39242683.0,1507796.0,1973321.0
2022-04-24,121.0,509.0,2335.0,103.0,1.0,47282532.0,49864831.0,39245018.0,1507797.0,1973424.0
2022-04-25,46.0,183.0,1165.0,25.0,0.0,47282578.0,49865014.0,39246183.0,1507797.0,1973449.0
2022-04-26,899.0,2754.0,17790.0,291.0,0.0,47283477.0,49867768.0,39263973.0,1507797.0,1973740.0
2022-04-27,878.0,2362.0,15777.0,253.0,0.0,47284355.0,49870130.0,39279750.0,1507797.0,1973993.0
2022-04-28,741.0,2344.0,15533.0,223.0,0.0,47285096.0,49872474.0,39295283.0,1507797.0,1974216.0
2022-04-29,848.0,2287.0,14831.0,378.0,3.0,47285944.0,49874761.0,39310114.0,1507800.0,1974594.0
2022-04-30,684.0,2115.0,11576.0,494.0,1.0,47286628.0,49876876.0,39321690.0,1507801.0,1975088.0
2022-05-01,37.0,113.0,530.0,30.0,0.0,47286665.0,49876989.0,39322220.0,1507801.0,1975118.0
2022-05-02,508.0,1441.0,9380.0,231.0,0.0,47287173.0,49878430.0,39331600.0,1507801.0,1975349.0
2022-05-03,583.0,1569.0,10306.0,247.0,1.0,47287756.0,49879999.0,39341906.0,1507802.0,1975596.0
2022-05-04,655.0,1744.0,10254.0,294.0,1.0,47288411.0,49881743.0,39352160.0,1507803.0,1975890.0
2022-05-05,586.0,1645.0,10273.0,298.0,0.0,47288997.0,49883388.0,39362433.0,1507803.0,1976188.0
2022-05-06,547.0,1692.0,10942.0,316.0,1.0,47289544.0,49885080.0,39373375.0,1507804.0,1976504.0
2022-05-07,531.0,1429.0,8562.0,366.0,0.0,47290075.0,49886509.0,39381937.0,1507804.0,1976870.0
2022-05-08,112.0,404.0,1514.0,142.0,0.0,47290187.0,49886913.0,39383451.0,1507804.0,1977012.0
2022-05-09,411.0,1024.0,8914.0,236.0,0.0,47290598.0,49887937.0,39392365.0,1507804.0,1977248.0
2022-05-10,479.0,1418.0,9536.0,277.0,0.0,47291077.0,49889355.0,39401901.0,1507804.0,1977525.0
2022-05-11,543.0,1476.0,10087.0,292.0,0.0,47291620.0,49890831.0,39411988.0,1507804.0,1977817.0
2022-05-12,437.0,1361.0,10117.0,229.0,0.0,47292057.0,49892192.0,39422105.0,1507804.0,1978046.0
2022-05-13,506.0,1586.0,10505.0,333.0,0.0,47292563.0,49893778.0,39432610.0,1507804.0,1978379.0
2022-05-14,480.0,1356.0,8226.0,431.0,0.0,47293043.0,49895134.0,39440836.0,1507804.0,1978810.0
2022-05-15,78.0,336.0,1129.0,153.0,0.0,47293121.0,49895470.0,39441965.0,1507804.0,1978963.0
2022-05-16,350.0,808.0,8386.0,222.0,0.0,47293471.0,49896278.0,39450351.0,1507804.0,1979185.0
2022-05-17,442.0,1241.0,8665.0,261.0,0.0,47293913.0,49897519.0,39459016.0,1507804.0,1979446.0
2022-05-18,550.0,1368.0,9206.0,312.0,2.0,47294463.0,49898887.0,39468222.0,1507806.0,1979758.0
2022-05-19,458.0,1495.0,9265.0,390.0,0.0,47294921.0,49900382.0,39477487.0,1507806.0,1980148.0
2022-05-20,421.0,1419.0,9488.0,347.0,0.0,47295342.0,49901801.0,39486975.0,1507806.0,1980495.0
2022-05-21,389.0,1299.0,7892.0,372.0,0.0,47295731.0,49903100.0,39494867.0,1507806.0,1980867.0
2022-05-22,77.0,232.0,1012.0,100.0,0.0,47295808.0,49903332.0,39495879.0,1507806.0,1980967.0
2022-05-23,250.0,824.0,8259.0,152.0,0.0,47296058.0,49904156.0,39504138.0,1507806.0,1981119.0
2022-05-24,321.0,1069.0,8662.0,249.0,0.0,47296379.0,49905225.0,39512800.0,1507806.0,1981368.0
2022-05-25,407.0,1363.0,9443.0,321.0,2.0,47296786.0,49906588.0,39522243.0,1507808.0,1981689.0
2022-05-26,386.0,1192.0,9452.0,296.0,0.0,47297172.0,49907780.0,39531695.0,1507808.0,1981985.0
2022-05-27,406.0,1223.0,9907.0,325.0,1.0,47297578.0,49909003.0,39541602.0,1507809.0,1982310.0
2022-05-28,326.0,1200.0,7871.0,368.0,0.0,47297904.0,49910203.0,39549473.0,1507809.0,1982678.0
2022-05-29,103.0,285.0,1263.0,93.0,0.0,47298007.0,49910488.0,39550736.0,1507809.0,1982771.0
2022-05-30,303.0,926.0,8023.0,215.0,0.0,47298310.0,49911414.0,39558759.0,1507809.0,1982986.0
2022-05-31,338.0,1033.0,8528.0,229.0,0.0,47298648.0,49912447.0,39567287.0,1507809.0,1983215.0
2022-06-01,297.0,890.0,7641.0,257.0,1.0,47298945.0,49913337.0,39574928.0,1507810.0,1983472.0
2022-06-02,26.0,34.0,474.0,10.0,0.0,47298971.0,49913371.0,39575402.0,1507810.0,1983482.0
